asset_id,table,path,exists,size_bytes,method,checksum_recorded,checksum_actual,ok
figure_00098,figure_asset,Output/figures/plots/RS_coverage/06c_daily_inundation_full_value_area_by_sensor.png,1,459879,full_file,19f42550b1c266ebf221b4d0ff4d2ac6b357a6654225f7d1acae918ce230ad18,19f42550b1c266ebf221b4d0ff4d2ac6b357a6654225f7d1acae918ce230ad18,1
figure_00099,figure_asset,Output/figures/plots/RS_coverage/06c_daily_inundation_full_daily_inundated_heatmap.png,1,877426,full_file,6b37d032040952d1b411255180813194e8c06292cd976c6cc369a80fc25d49ca,6b37d032040952d1b411255180813194e8c06292cd976c6cc369a80fc25d49ca,1
figure_00100,figure_asset,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_majority_count_heatmap.png,1,205486,full_file,78d0e321fa6c0561f7c4987dab8ac7f22d1a0f542102b81591abe7878a197ed2,78d0e321fa6c0561f7c4987dab8ac7f22d1a0f542102b81591abe7878a197ed2,1
figure_00101,figure_asset,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_count_area_by_treatment.png,1,516253,full_file,e2ea88d4abc893e21e5d20c361d207646483524309316c36c87f2ed71e6d916e,e2ea88d4abc893e21e5d20c361d207646483524309316c36c87f2ed71e6d916e,1
figure_00102,figure_asset,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_mean_inundated_any_by_treatment.png,1,358495,full_file,b33a91f75cc647a42666692012c625e10d8c7e9b728e37c1b1855e6092adcfcc,b33a91f75cc647a42666692012c625e10d8c7e9b728e37c1b1855e6092adcfcc,1
figure_00103,figure_asset,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_inundated_any_heatmap.png,1,217187,full_file,d6c60403042934115b2568f3107c3ac614bb22c4d3c18735414766732c838745,d6c60403042934115b2568f3107c3ac614bb22c4d3c18735414766732c838745,1
figure_00104,figure_asset,Output/figures/plots/RS_coverage/04c_fractional_cover_full_missingness_heatmap.png,1,364382,full_file,fd0f4d43a0660dfc354da25fcea70949d5bcb37115a8061db8bb941d52c411bd,fd0f4d43a0660dfc354da25fcea70949d5bcb37115a8061db8bb941d52c411bd,1
figure_00105,figure_asset,Output/figures/plots/RS_coverage/04c_fractional_cover_full_missingness_by_raster.png,1,80564,full_file,d8d03441d367125490156f92151f59a8996001f12901463c079bd3dbbf62d7a3,d8d03441d367125490156f92151f59a8996001f12901463c079bd3dbbf62d7a3,1
figure_00106,figure_asset,Output/figures/plots/RS_coverage/04c_fractional_cover_full_valid_coverage_by_plot.png,1,310855,full_file,609a9ca1247c4c1d2865526a13a31668a79256b843212b89bdcf86084cada712,609a9ca1247c4c1d2865526a13a31668a79256b843212b89bdcf86084cada712,1
figure_00107,figure_asset,Output/figures/plots/hydrology/gauge_context_monthly_flow_primary_gauges.png,1,332360,full_file,89083dbf4567b60c193f08d6ff4365299cb3b3be6f1f89c5e63a63403130ea04,89083dbf4567b60c193f08d6ff4365299cb3b3be6f1f89c5e63a63403130ea04,1
figure_00108,figure_asset,Output/figures/plots/hydrology/gauge_context_water_year_flow_primary_gauges.png,1,251195,full_file,7287238ae00343a2c876e495f232db829e9e42c2cf000a37763922fe98c05b02,7287238ae00343a2c876e495f232db829e9e42c2cf000a37763922fe98c05b02,1
figure_00109,figure_asset,Output/figures/plots/hydrology/gauge_flow_vs_annual_inundation_frequency.png,1,131851,full_file,0227e25447e13ad642b30db32e94e2c400ead98eda93d1cb542dd5fe6c88d418,0227e25447e13ad642b30db32e94e2c400ead98eda93d1cb542dd5fe6c88d418,1
figure_00110,figure_asset,Output/figures/plots/hydrology/gauge_flow_vs_total_vegetation_examples.png,1,138821,full_file,46ed9440fe7f63793f980e387575e3e0f811d4a0f28c86075e581e501e36d32c,46ed9440fe7f63793f980e387575e3e0f811d4a0f28c86075e581e501e36d32c,1
figure_00111,figure_asset,Output/figures/plots/hydrology/gauge_missingness_context.png,1,200463,full_file,764527e766a03899b4bead38fadfeabb90d9fd2183efd38b9ad06e5d80fb6e65,764527e766a03899b4bead38fadfeabb90d9fd2183efd38b9ad06e5d80fb6e65,1
figure_00112,figure_asset,Output/figures/plots/hydrology/kingsford_style_flow_ratios_for_review.png,1,207433,full_file,52a95657b5ca9a158b2ec2142a5489ca1fa64e35b39d18764d148b52d1ac4b18,52a95657b5ca9a158b2ec2142a5489ca1fa64e35b39d18764d148b52d1ac4b18,1
figure_00113,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_whole_farm_monthly_timeseries.png,1,619671,full_file,40d8147c6862a706e1afed9dd9a700d622b800dda616f48c016dfecc9103ddec,40d8147c6862a706e1afed9dd9a700d622b800dda616f48c016dfecc9103ddec,1
figure_00114,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_farm_vs_buffer_total_veg_timeseries.png,1,500485,full_file,c4226da58216fde4fc0602245fc1d745b48634758169ae839519dad2c88f01bd,c4226da58216fde4fc0602245fc1d745b48634758169ae839519dad2c88f01bd,1
figure_00115,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_farm_vs_buffer_bare_ground_timeseries.png,1,511359,full_file,2b22d41677e78a6a55ec6895ea3382cccb3d4b513b1c2a62429cc49267dfb0b9,2b22d41677e78a6a55ec6895ea3382cccb3d4b513b1c2a62429cc49267dfb0b9,1
figure_00116,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_water_year_total_veg_summary.png,1,217248,full_file,16229816ad86bbc59517673f4657c068a0ebb2386da3c458b739e36dd0c93dbe,16229816ad86bbc59517673f4657c068a0ebb2386da3c458b739e36dd0c93dbe,1
figure_00117,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_water_year_bare_ground_summary.png,1,213767,full_file,366b5add0cff52ecc0271df0221d883eb5946174320449ac5ead798b2e5e8a2d,366b5add0cff52ecc0271df0221d883eb5946174320449ac5ead798b2e5e8a2d,1
figure_00118,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_management_zone_support.png,1,470497,full_file,d821820ca88373ffa6283ec02f82f30f5c9329ef82052a9541aa024082286a17,d821820ca88373ffa6283ec02f82f30f5c9329ef82052a9541aa024082286a17,1
figure_00119,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_selected_management_zone_timeseries.png,1,950699,full_file,d8685471f0376b9844704bd5c43b70e94c88b03074832f731b69b84d3932732f,d8685471f0376b9844704bd5c43b70e94c88b03074832f731b69b84d3932732f,1
figure_00120,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_period_summary_prepost.png,1,83655,full_file,fa5e6a10e84f7fe693e28184654cb872b3c430ec8d3107ccaa346f4ae251c89f,fa5e6a10e84f7fe693e28184654cb872b3c430ec8d3107ccaa346f4ae251c89f,1
figure_00121,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_whole_farm_total_veg_bare_water_year_refined.png,1,196479,full_file,5075804096e4c4b0c18c9c7c53dcd03c6d45ab971aadd6f9aa82597b7bf5d379,5075804096e4c4b0c18c9c7c53dcd03c6d45ab971aadd6f9aa82597b7bf5d379,1
figure_00122,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_whole_farm_monthly_anomaly_refined.png,1,438807,full_file,02a05db15361854d5d605abdc01b6671899c576df4ebe9dbfa173927f3f8a8f1,02a05db15361854d5d605abdc01b6671899c576df4ebe9dbfa173927f3f8a8f1,1
figure_00123,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_farm_minus_buffer_total_veg_anomaly.png,1,399027,full_file,a28347cf4545569e0d587d335c33b35aaff56176a53dd0d28ab9bcfaefcbe252,a28347cf4545569e0d587d335c33b35aaff56176a53dd0d28ab9bcfaefcbe252,1
figure_00124,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_farm_minus_buffer_bare_anomaly.png,1,390980,full_file,8e98882b7d22fd655fad62ca415a577169275fdc703f46f12a24fd6efff81851,8e98882b7d22fd655fad62ca415a577169275fdc703f46f12a24fd6efff81851,1
figure_00125,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_management_zone_support_simplified.png,1,177550,full_file,0d108dbe7b8b2c0bc79dee6474b707afd88504e71d686d6d078e96502c098619,0d108dbe7b8b2c0bc79dee6474b707afd88504e71d686d6d078e96502c098619,1
figure_00126,figure_asset,Output/figures/plots/MODIS_ground_cover/modis_selected_management_zone_timeseries_refined.png,1,1057990,full_file,b16cd95c766eacb4baf53d4235da05b9ad5a3ad35d5071662c5e290e2b2403e0,b16cd95c766eacb4baf53d4235da05b9ad5a3ad35d5071662c5e290e2b2403e0,1
figure_00127,figure_asset,Output/figures/plots/ground_cover/gc_total_veg_with_gauge_context_main_deck.png,1,423686,full_file,7091419bd65ce58f2321faf5718751fd5553e507f04ad9614a1b184a56bf68e1,7091419bd65ce58f2321faf5718751fd5553e507f04ad9614a1b184a56bf68e1,1
figure_00128,figure_asset,Output/figures/plots/ground_cover/inundation_change_vs_total_veg_by_vegetation_group.png,1,156818,full_file,68029ba3d9a544c4456a0c2ca4f59e2e78d04487f55d597d7c81c075de8531fb,68029ba3d9a544c4456a0c2ca4f59e2e78d04487f55d597d7c81c075de8531fb,1
figure_00129,figure_asset,Output/figures/plots/ground_cover/inundation_change_vs_total_veg_by_wetness_group.png,1,148205,full_file,55b9ae28f37c5553eae2ff40bf321455fe5998d3d15de16c1c697b1a88aa7d5e,55b9ae28f37c5553eae2ff40bf321455fe5998d3d15de16c1c697b1a88aa7d5e,1
figure_00130,figure_asset,Output/figures/plots/ground_cover/lag_timing_zoom_2013_current_main_deck.png,1,230939,full_file,cde00531864fff0220633c519f3bb0bfbde90d113ace834ffec9ccaa2f924127,cde00531864fff0220633c519f3bb0bfbde90d113ace834ffec9ccaa2f924127,1
figure_00131,figure_asset,Output/figures/plots/ground_cover/selected_plot_total_veg_inundation_gauge_examples.png,1,460289,full_file,e2454eff6313fe4c0b9950a01cc3f146c23246886ae8a4661411622959e53c3b,e2454eff6313fe4c0b9950a01cc3f146c23246886ae8a4661411622959e53c3b,1
figure_00132,figure_asset,Output/figures/plots/MER/mer_observation_support_by_water_year.png,1,104940,full_file,4abfc048e41229d5bcc5129f3d3b9842cf7732c530de9a2e7db1a36ccc392dc9,4abfc048e41229d5bcc5129f3d3b9842cf7732c530de9a2e7db1a36ccc392dc9,1
figure_00133,figure_asset,Output/figures/plots/MER/mer_vs_annual_occurrence_plot_agreement.png,1,66555,full_file,1127d5f5524eb676277b5fbf41eb0d137e27ef19eaff5253628bf6bfbf39f262,1127d5f5524eb676277b5fbf41eb0d137e27ef19eaff5253628bf6bfbf39f262,1
figure_00134,figure_asset,Output/figures/plots/MER/mer_post_minus_pre_by_vegetation_group.png,1,71560,full_file,65504f41cca4b859c0cccbd885b88894f7b8ab0d1dbe20df38ed9b57b8a3f443,65504f41cca4b859c0cccbd885b88894f7b8ab0d1dbe20df38ed9b57b8a3f443,1
figure_00135,figure_asset,Output/figures/plots/MER/mer_annual_max_heatmap_appendix.png,1,101838,full_file,55f776f8175e5a18ba0ef7d5a255be217fc52307222601e0f0765aa8b0c6531a,55f776f8175e5a18ba0ef7d5a255be217fc52307222601e0f0765aa8b0c6531a,1
figure_00136,figure_asset,Output/figures/plots/MER/mer_observation_support_sensor_note_appendix.png,1,99117,full_file,ff6f804db038c805cd6a47ae745e40964d2b13daad8b7cc3d96709d15d80fe3b,ff6f804db038c805cd6a47ae745e40964d2b13daad8b7cc3d96709d15d80fe3b,1
figure_00137,figure_asset,Output/figures/review_deck/main_deck/gayini_analysis_workflow_summary.png,1,85684,full_file,09d1d6bdbaae3b7923186d4fa472217736ede162ce3d4020554a08fb6c890441,09d1d6bdbaae3b7923186d4fa472217736ede162ce3d4020554a08fb6c890441,1
figure_00138,figure_asset,Output/figures/review_deck/main_deck/gayini_hydrology_inundation_vegetation_synthesis.png,1,102368,full_file,d12a818387e9a67fd98bfd42b79a211e294bff955b4642589d473f065bd278e0,d12a818387e9a67fd98bfd42b79a211e294bff955b4642589d473f065bd278e0,1
figure_00139,figure_asset,Output/figures/review_deck/appendix/inundation_change_vs_bare_ground_appendix_only.png,1,146407,full_file,231266b6c9f698d340018a813a1d7d0176eea975488adae1d5dab357c75edc4a,231266b6c9f698d340018a813a1d7d0176eea975488adae1d5dab357c75edc4a,1
raster_00001,raster_asset,Output/rasters/inundation_pre_post/pre_conservation_inundation_frequency_pct.tif,1,851856,full_file,9806d5a44eb680defe3b56001482ebdc324ddbed6c59e529201fe12e1caece24,9806d5a44eb680defe3b56001482ebdc324ddbed6c59e529201fe12e1caece24,1
raster_00002,raster_asset,Output/rasters/inundation_pre_post/pre_conservation_wet_year_count.tif,1,823264,full_file,fe24e5c90b15e99f1e4d815984d916249611dd4141069bc9ce49b181182ad29a,fe24e5c90b15e99f1e4d815984d916249611dd4141069bc9ce49b181182ad29a,1
raster_00003,raster_asset,Output/rasters/inundation_pre_post/pre_conservation_valid_year_count.tif,1,433310,full_file,57ca548d66965583c06b518df468d9740ba6aae7375684f1b18dcf260d9904e9,57ca548d66965583c06b518df468d9740ba6aae7375684f1b18dcf260d9904e9,1
raster_00004,raster_asset,Output/rasters/inundation_pre_post/post_conservation_inundation_frequency_pct.tif,1,1000065,full_file,c5066896b7174de444d020d91cba058af2174ac480c554b1b5404b57ddc2537a,c5066896b7174de444d020d91cba058af2174ac480c554b1b5404b57ddc2537a,1
raster_00005,raster_asset,Output/rasters/inundation_pre_post/post_conservation_wet_year_count.tif,1,958537,full_file,6f81b793b943f20b274b702c04d363aaaf3c9b4db9cf779fd69ffa20dcaf9a03,6f81b793b943f20b274b702c04d363aaaf3c9b4db9cf779fd69ffa20dcaf9a03,1
raster_00006,raster_asset,Output/rasters/inundation_pre_post/post_conservation_valid_year_count.tif,1,433313,full_file,72ff888e7c33fbb0b5520b7e333941c10fbe0a769a0db39b2021d676a2a7603f,72ff888e7c33fbb0b5520b7e333941c10fbe0a769a0db39b2021d676a2a7603f,1
raster_00007,raster_asset,Output/rasters/inundation_pre_post/post_minus_pre_inundation_frequency_pct_points.tif,1,1007112,full_file,4c5a81d2854b5faddf86b19341b6e68afd92b16b313226e1ae047400e90be25c,4c5a81d2854b5faddf86b19341b6e68afd92b16b313226e1ae047400e90be25c,1
raster_00008,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2020.tif,1,518359,full_file,c3748652e3376c112608f322a0f064e535b6d1e7598601200b9faefafb44841b,c3748652e3376c112608f322a0f064e535b6d1e7598601200b9faefafb44841b,1
raster_00009,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2020.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00010,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2021.tif,1,576095,full_file,dd532696754e1d2fa68e4e85044d28917fd4a3f6cf1b5d87d9b0e1cbdf361ccc,dd532696754e1d2fa68e4e85044d28917fd4a3f6cf1b5d87d9b0e1cbdf361ccc,1
raster_00011,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2021.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00012,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2022.tif,1,643925,full_file,31b12672e16f56e7711d02176d9ee9055105630ff04620b1cb0391a84a3d6863,31b12672e16f56e7711d02176d9ee9055105630ff04620b1cb0391a84a3d6863,1
raster_00013,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2022.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00014,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2023.tif,1,626495,full_file,eaf41688969184ee279ed7d033187fd6c8d64ecdb95908dea186238d538ba7d2,eaf41688969184ee279ed7d033187fd6c8d64ecdb95908dea186238d538ba7d2,1
raster_00015,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2023.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00016,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2024.tif,1,573971,full_file,2ec1450eeb7795579f83a54d711163d8845e66a83af6bcd800e4a02c1431219d,2ec1450eeb7795579f83a54d711163d8845e66a83af6bcd800e4a02c1431219d,1
raster_00017,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2024.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00018,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_post_conservation__2025.tif,1,528953,full_file,e3963aab1b56903ed637dd94045ee676705a49fe2e1bffc4ec9cfa3c297831a4,e3963aab1b56903ed637dd94045ee676705a49fe2e1bffc4ec9cfa3c297831a4,1
raster_00019,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_post_conservation__2025.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00020,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2014.tif,1,528429,full_file,a05e684918a1b545ead6e11b52b59f0be06386da3788b712df00e02f0421b329,a05e684918a1b545ead6e11b52b59f0be06386da3788b712df00e02f0421b329,1
raster_00021,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2014.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00022,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2015.tif,1,543999,full_file,aebbb4b4a496daeadf6d830eab554c560c6de50ec26a475a3a5e64dd5d8b5b9c,aebbb4b4a496daeadf6d830eab554c560c6de50ec26a475a3a5e64dd5d8b5b9c,1
raster_00023,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2015.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00024,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2016.tif,1,516275,full_file,6597e489296567a9fa21fc755ef93a7eaf4a9afb4b16eb1230b0cbe4cfd721aa,6597e489296567a9fa21fc755ef93a7eaf4a9afb4b16eb1230b0cbe4cfd721aa,1
raster_00025,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2016.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00026,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2017.tif,1,621187,full_file,927533d33fa6c18d4455c855c8b5d1d9e822b47e2f361c13e95c37d7ef859508,927533d33fa6c18d4455c855c8b5d1d9e822b47e2f361c13e95c37d7ef859508,1
raster_00027,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2017.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00028,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2018.tif,1,525621,full_file,8d08d344db6d48dff4d9e1ebfd2c2fa591e3723d6ccd6ee796dc592bee9c5083,8d08d344db6d48dff4d9e1ebfd2c2fa591e3723d6ccd6ee796dc592bee9c5083,1
raster_00029,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2018.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00030,raster_asset,Output/rasters/inundation_pre_post/annual/annual_inundated_any_pre_conservation__2019.tif,1,521121,full_file,dc936658d09b101d6003f7b6006ae86f4217236e53111a9843e2034e3361bbb5,dc936658d09b101d6003f7b6006ae86f4217236e53111a9843e2034e3361bbb5,1
raster_00031,raster_asset,Output/rasters/inundation_pre_post/annual/annual_valid_any_pre_conservation__2019.tif,1,587557,full_file,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,34f1452baf543a9ecf74963d52684a3c758b71e6de0b9f056e9c620f189a5f9d,1
raster_00032,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_inundation_WY2024_strict_value_1_SMOKE_TEST.tif,1,773956,full_file,5a1003e9b42476467813b81e47144c4ff9d582a1b881b6578c401b5e084faac1,5a1003e9b42476467813b81e47144c4ff9d582a1b881b6578c401b5e084faac1,1
raster_00033,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_inundation_WY2025_strict_value_1_SMOKE_TEST.tif,1,43382,full_file,4393aaa4467da8be199536e63f91cee573b5902c1df01b12bf43c35406644b68,4393aaa4467da8be199536e63f91cee573b5902c1df01b12bf43c35406644b68,1
raster_00034,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2014_2015.tif,1,91606,full_file,45f7858ff7daa10ac5f33b842709eff1d036dea0c20fe767849359e499dfbf43,45f7858ff7daa10ac5f33b842709eff1d036dea0c20fe767849359e499dfbf43,1
raster_00035,raster_asset,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2014_2015.tif,1,202206,full_file,4bee7e2a20f696424340aae36e68180ffa685c6d69f0a28543a61e684e1cac31,4bee7e2a20f696424340aae36e68180ffa685c6d69f0a28543a61e684e1cac31,1
raster_00036,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2014_2015.tif,1,221778,full_file,ab5dce9cedec1660e38b71ac9fcfccb481c202829a250e69d6d4e0a736c4f4b1,ab5dce9cedec1660e38b71ac9fcfccb481c202829a250e69d6d4e0a736c4f4b1,1
raster_00037,raster_asset,Output/rasters/MER/annual_max/mer_observation_support_class_WY2014_2015.tif,1,78930,full_file,34f6789ca645a3105663afed75853ee5245ead9da522355ac6f63a0f0fa53393,34f6789ca645a3105663afed75853ee5245ead9da522355ac6f63a0f0fa53393,1
raster_00038,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2014_2015.tif,1,498570,full_file,d32a18f6646c6afaf933aaf4feb954bfb0cc4cbedda3677cdbc75b1510e2dcdb,d32a18f6646c6afaf933aaf4feb954bfb0cc4cbedda3677cdbc75b1510e2dcdb,1
raster_00039,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2015_2016.tif,1,112178,full_file,de2b4fdbd8105936f529f02e1cc92eef19847cc7289b5c02632aca75d6740786,de2b4fdbd8105936f529f02e1cc92eef19847cc7289b5c02632aca75d6740786,1
raster_00040,raster_asset,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2015_2016.tif,1,254288,full_file,456e3d32b085d3b2b1371157173908a23d82583f1ecbeebf71802b296ad82d95,456e3d32b085d3b2b1371157173908a23d82583f1ecbeebf71802b296ad82d95,1
raster_00041,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2015_2016.tif,1,280640,full_file,5692eca2c9e8a955c91c8f2772ad307a4634a736ce5d289d231e58143d95fb3f,5692eca2c9e8a955c91c8f2772ad307a4634a736ce5d289d231e58143d95fb3f,1
raster_00042,raster_asset,Output/rasters/MER/annual_max/mer_observation_support_class_WY2015_2016.tif,1,92176,full_file,527605be3cd2442c3055a54bf3e42114f7072ec10491ccd997f09bff42571b57,527605be3cd2442c3055a54bf3e42114f7072ec10491ccd997f09bff42571b57,1
raster_00043,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2015_2016.tif,1,560282,full_file,ef60699eb9d2208b351fa8480893d232648e22ad7cc6928c731cd443a268771c,ef60699eb9d2208b351fa8480893d232648e22ad7cc6928c731cd443a268771c,1
raster_00044,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2016_2017.tif,1,129314,full_file,106fc913b7574642803dcee634952cab60d79edf2fdf1b75c9c18c75059336d1,106fc913b7574642803dcee634952cab60d79edf2fdf1b75c9c18c75059336d1,1
raster_00045,raster_asset,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2016_2017.tif,1,290144,full_file,1dabe448ced928ad8e426ac2b9858ef662bedda39903657954379fd6459707fe,1dabe448ced928ad8e426ac2b9858ef662bedda39903657954379fd6459707fe,1
raster_00046,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2016_2017.tif,1,613202,full_file,c61be3380c46ef423dd97419e12ff48887a180665b522ca11b323d62263f8166,c61be3380c46ef423dd97419e12ff48887a180665b522ca11b323d62263f8166,1
raster_00047,raster_asset,Output/rasters/MER/annual_max/mer_observation_support_class_WY2016_2017.tif,1,92176,full_file,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1
raster_00048,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2016_2017.tif,1,1185026,full_file,e29ad1f5748163eb582a27fa934ae4279e2b371e77b41997fd89afe3657c246b,e29ad1f5748163eb582a27fa934ae4279e2b371e77b41997fd89afe3657c246b,1
raster_00049,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2017_2018.tif,1,117020,full_file,22f7588676f0803f58cd6d0d019aa61d88610190957df88ec105953f578f795d,22f7588676f0803f58cd6d0d019aa61d88610190957df88ec105953f578f795d,1
raster_00050,raster_asset,Output/rasters/MER/annual_max/mer_valid_observation_count_WY2017_2018.tif,1,327654,full_file,4bb765564e7bbfba8bae4312ed9e5fffb2b45967e8bf85f2e41b820b08f47248,4bb765564e7bbfba8bae4312ed9e5fffb2b45967e8bf85f2e41b820b08f47248,1
raster_00051,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_count_WY2017_2018.tif,1,297772,full_file,c267f11e116c45bb789cbbf5ffa53706a08990393965dacae97b397dc94a68a2,c267f11e116c45bb789cbbf5ffa53706a08990393965dacae97b397dc94a68a2,1
raster_00052,raster_asset,Output/rasters/MER/annual_max/mer_observation_support_class_WY2017_2018.tif,1,92176,full_file,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1
raster_00053,raster_asset,Output/rasters/MER/annual_max/mer_wet_observation_fraction_WY2017_2018.tif,1,602600,full_file,8d481c1991bef2cd075e6a296ef7c1a0321af9c150f3d96f01b8f6274599ff43,8d481c1991bef2cd075e6a296ef7c1a0321af9c150f3d96f01b8f6274599ff43,1
raster_00054,raster_asset,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2018_2019.tif,1,117844,full_file,4231d21e30410baa91cf8c04a5cd3009bedf21cffbba209ca54e1df81f950248,4231d21e30410baa91cf8c04a5cd3009bedf21cffbba209ca54e1df81f950248,1
