_blk,community_short,n_cells,y,x,cx,cy,rung,block_m
43000013,inland,1503,76.50346,63.355194,9042260.219595836,4352718.409755177,1000 m,1000.0
43000014,inland,1502,72.371574,55.92353,9042252.827619761,4353716.663830526,1000 m,1000.0
43000015,inland,925,66.28448,46.535908,9042410.630188035,4354688.977094615,1000 m,1000.0
43000016,inland,727,54.596462,35.044212,9042509.968688857,4355693.655507376,1000 m,1000.0
43000017,inland,791,48.61595,29.402203,9042410.742945429,4356812.368212687,1000 m,1000.0
43000018,inland,1496,60.039703,34.497707,9042221.80492397,4357712.523757445,1000 m,1000.0
43000019,inland,1500,57.398655,33.8,9042214.708516236,4358711.283246154,1000 m,1000.0
43000020,inland,1572,62.31971,32.255543,9042219.52491877,4359728.64299953,1000 m,1000.0
43000021,inland,1504,65.86995,42.522797,9042216.183577264,4360728.262133858,1000 m,1000.0
43000022,inland,799,80.999275,52.10799,9042221.16532543,4361500.754407973,1000 m,1000.0
44000006,inland,1600,60.03314,15.405357,9043237.523987252,4345726.311067613,1000 m,1000.0
44000007,inland,1600,64.9246,15.333928,9043237.523987252,4346725.121787656,1000 m,1000.0
44000008,inland,1600,64.76985,24.160715,9043237.523987252,4347723.932507699,1000 m,1000.0
44000009,inland,1600,45.454823,8.15,9043237.523987252,4348722.743227743,1000 m,1000.0
44000010,inland,1600,50.875843,9.110714,9043237.523987252,4349721.553947786,1000 m,1000.0
44000011,inland,1600,64.822426,32.214283,9043237.523987252,4350720.364667829,1000 m,1000.0
44000012,inland,1600,78.57337,62.2875,9043237.523987252,4351719.175387872,1000 m,1000.0
44000013,inland,1600,80.61696,72.807144,9043237.523987252,4352717.986107916,1000 m,1000.0
44000014,inland,1594,78.68991,68.79011,9043235.926140742,4353714.964004022,1000 m,1000.0
44000015,inland,1508,67.17737,47.845776,9043239.179840567,4354742.333020518,1000 m,1000.0
44000016,inland,1600,49.12481,34.2625,9043237.523987252,4355714.418268045,1000 m,1000.0
44000017,inland,1600,41.327084,28.580357,9043237.523987252,4356713.228988089,1000 m,1000.0
44000018,inland,1600,54.62874,29.47857,9043237.523987252,4357712.039708132,1000 m,1000.0
44000019,inland,1330,63.861652,33.727177,9043165.767322363,4358662.618384195,1000 m,1000.0
45000006,inland,1511,58.612755,13.654155,9044210.447265321,4345743.109398138,1000 m,1000.0
45000007,inland,1600,65.80035,14.694642,9044236.334707296,4346725.121787656,1000 m,1000.0
45000008,inland,1600,67.286316,23.239285,9044236.334707296,4347723.932507699,1000 m,1000.0
45000009,inland,1600,55.933216,8.360714,9044236.334707296,4348722.743227743,1000 m,1000.0
45000010,inland,1600,45.223045,3.825,9044236.334707296,4349721.553947786,1000 m,1000.0
45000011,inland,1523,53.085762,15.56702,9044219.553965798,4350729.833039314,1000 m,1000.0
45000012,inland,1600,76.73789,46.04107,9044236.334707296,4351719.175387872,1000 m,1000.0
45000013,inland,1600,80.187775,66.96964,9044236.334707296,4352717.986107916,1000 m,1000.0
45000014,inland,1510,80.3286,63.449383,9044234.499144549,4353690.553241656,1000 m,1000.0
45000015,inland,1593,67.413445,39.47628,9044238.145169288,4354717.747184902,1000 m,1000.0
45000016,inland,1600,56.546932,31.882143,9044236.334707296,4355714.418268045,1000 m,1000.0
45000017,inland,1600,54.19257,23.5375,9044236.334707296,4356713.228988089,1000 m,1000.0
45000018,inland,1600,50.647934,23.41607,9044236.334707296,4357712.039708132,1000 m,1000.0
45000019,inland,595,72.9314,44.369747,9044204.376960937,4358403.254496555,1000 m,1000.0
46000005,riverine,719,39.919353,2.7617724,9045256.347581184,4345001.218243606,1000 m,1000.0
46000006,riverine,1333,42.133804,5.4592223,9045291.764058271,4345660.532300857,1000 m,1000.0
46000007,inland,1464,61.88315,15.03708,9045199.856161974,4346756.726915119,1000 m,1000.0
46000008,inland,1600,66.4113,21.819643,9045235.145427339,4347723.932507699,1000 m,1000.0
46000009,inland,1600,61.800915,13.460714,9045235.145427339,4348722.743227743,1000 m,1000.0
46000010,inland,1600,45.466995,7.6196427,9045235.145427339,4349721.553947786,1000 m,1000.0
46000011,inland,1600,55.633835,22.2,9045235.145427339,4350720.364667829,1000 m,1000.0
46000012,inland,1600,69.00411,35.85,9045235.145427339,4351719.175387872,1000 m,1000.0
46000013,inland,1570,71.50682,49.619656,9045226.604641404,4352721.930455983,1000 m,1000.0
46000014,inland,1501,78.26052,49.795376,9045235.13710946,4353694.746134931,1000 m,1000.0
46000015,inland,1600,63.48739,28.58393,9045235.145427339,4354715.607548002,1000 m,1000.0
46000016,inland,1600,57.613914,22.566072,9045235.145427339,4355714.418268045,1000 m,1000.0
46000017,inland,1600,49.261974,10.505358,9045235.145427339,4356713.228988089,1000 m,1000.0
46000018,inland,1600,53.697678,18.626785,9045235.145427339,4357712.039708132,1000 m,1000.0
46000019,inland,525,77.396324,40.69116,9045410.38914629,4358463.5496501345,1000 m,1000.0
47000005,riverine,903,37.066673,1.6642936,9046251.114565205,4344944.006120897,1000 m,1000.0
47000006,riverine,1600,39.616714,2.0678573,9046233.95614738,4345726.311067613,1000 m,1000.0
47000007,inland,1149,59.178703,15.280368,9046219.05874206,4346856.786164231,1000 m,1000.0
47000008,inland,1600,67.49404,18.25,9046233.95614738,4347723.932507699,1000 m,1000.0
47000009,inland,1600,52.58641,7.346429,9046233.95614738,4348722.743227743,1000 m,1000.0
47000010,inland,1600,43.73917,8.860714,9046233.95614738,4349721.553947786,1000 m,1000.0
47000011,inland,1169,53.09546,19.220333,9046143.206631897,4350736.929631759,1000 m,1000.0
47000012,inland,1557,61.899567,28.986147,9046236.41789185,4351706.417617677,1000 m,1000.0
47000013,inland,1114,69.632225,36.91716,9046308.979026197,4352805.359630957,1000 m,1000.0
47000014,inland,1508,77.74511,46.98939,9046234.154849779,4353703.21883077,1000 m,1000.0
47000015,inland,1600,67.75638,25.051785,9046233.95614738,4354715.607548002,1000 m,1000.0
47000016,inland,1600,51.693253,9.5660715,9046233.95614738,4355714.418268045,1000 m,1000.0
47000017,inland,1600,36.934387,5.1017857,9046233.95614738,4356713.228988089,1000 m,1000.0
47000018,inland,1600,55.895836,14.676785,9046233.95614738,4357712.039708132,1000 m,1000.0
47000019,inland,894,64.056946,18.641739,9046068.549070086,4358595.216301191,1000 m,1000.0
48000005,riverine,1086,39.532093,1.1181269,9047246.40164544,4344887.139915462,1000 m,1000.0
48000006,riverine,1600,35.90813,0.68035716,9047232.766867425,4345726.311067613,1000 m,1000.0
48000007,riverine,1319,37.59084,7.0919533,9047276.053082576,4346647.021074511,1000 m,1000.0
48000008,inland,1600,73.178825,25.469643,9047232.766867425,4347723.932507699,1000 m,1000.0
48000009,inland,1600,57.163544,8.608929,9047232.766867425,4348722.743227743,1000 m,1000.0
48000010,inland,1408,45.492565,8.090504,9047254.63358649,4349717.191244712,1000 m,1000.0
48000011,inland,1370,47.05773,11.130344,9047280.41086783,4350758.184599291,1000 m,1000.0
48000012,inland,1600,63.555946,29.242857,9047232.766867425,4351719.175387872,1000 m,1000.0
48000013,inland,1600,74.30575,40.41786,9047232.766867425,4352717.986107916,1000 m,1000.0
48000014,inland,1501,78.49872,41.288666,9047232.758549547,4353709.568592485,1000 m,1000.0
48000015,inland,1600,72.51405,31.348215,9047232.766867425,4354715.607548002,1000 m,1000.0
48000016,inland,1600,51.106342,5.6928573,9047232.766867425,4355714.418268045,1000 m,1000.0
48000017,inland,1600,43.628437,6.7,9047232.766867425,4356713.228988089,1000 m,1000.0
48000018,inland,1123,53.18535,13.614044,9047178.279207818,4357578.616651017,1000 m,1000.0
49000005,riverine,1272,37.008858,1.199461,9048243.493430767,4344829.167814533,1000 m,1000.0
49000006,riverine,1362,37.637306,1.1306902,9048172.836957017,4345687.187314372,1000 m,1000.0
49000007,inland,566,50.793987,14.447249,9048411.884098634,4346960.618767496,1000 m,1000.0
49000007,riverine,1034,37.201084,7.156673,9048132.879826037,4346596.213382831,1000 m,1000.0
49000008,inland,1600,70.62541,23.783928,9048231.577587469,4347723.932507699,1000 m,1000.0
49000009,inland,1600,62.33173,12.651786,9048231.577587469,4348722.743227743,1000 m,1000.0
49000010,inland,1600,37.237602,5.3803573,9048231.577587469,4349721.553947786,1000 m,1000.0
49000011,inland,1485,55.049095,13.137086,9048197.956004392,4350706.467074225,1000 m,1000.0
49000012,inland,1510,49.022655,15.506149,9048204.27565868,4351727.443688535,1000 m,1000.0
49000013,inland,1600,77.883934,42.25893,9048231.577587469,4352717.986107916,1000 m,1000.0
49000014,inland,1504,77.372856,42.661472,9048231.710408043,4353716.863238246,1000 m,1000.0
49000015,inland,1600,71.377975,28.2875,9048231.577587469,4354715.607548002,1000 m,1000.0
49000016,inland,1600,59.076817,12.283928,9048231.577587469,4355714.418268045,1000 m,1000.0
49000017,inland,1526,55.107853,14.064782,9048222.545092097,4356695.720346699,1000 m,1000.0
49000018,inland,1405,56.431168,14.739198,9048271.752171678,4357703.979909884,1000 m,1000.0
49000019,inland,637,56.162914,12.056515,9048354.841335865,4358467.321715527,1000 m,1000.0
50000007,inland,715,56.533237,12.331668,9048955.41851016,4346746.337784594,1000 m,1000.0
50000008,inland,895,67.02546,20.379889,9049011.30559301,4347740.463104113,1000 m,1000.0
50000009,inland,1217,61.57855,15.856321,9049129.327457028,4348773.022308874,1000 m,1000.0
50000010,inland,1547,43.433746,6.3717794,9049219.985374268,4349720.641976137,1000 m,1000.0
50000011,inland,1110,53.923817,11.477477,9049298.50539896,4350626.422470376,1000 m,1000.0
50000012,inland,650,44.866245,9.485714,9049290.931603465,4351994.65506762,1000 m,1000.0
50000012,riverine,935,33.384125,5.381207,9049180.567949269,4351533.634278848,1000 m,1000.0
50000013,inland,1600,54.65444,16.942858,9049230.388307512,4352717.986107916,1000 m,1000.0
50000014,inland,1500,72.9424,28.735237,9049230.388307512,4353724.287908359,1000 m,1000.0
50000015,inland,1600,76.30383,34.992855,9049230.388307512,4354715.607548002,1000 m,1000.0
50000016,inland,1600,59.668446,11.975,9049230.388307512,4355714.418268045,1000 m,1000.0
50000017,inland,1563,56.929386,16.583494,9049238.288369909,4356705.3129498325,1000 m,1000.0
50000018,inland,1427,54.350456,12.081289,9049231.534455063,4357715.1456805,1000 m,1000.0
50000019,inland,1054,50.505123,11.425861,9049284.332615137,4358556.717066112,1000 m,1000.0
51000010,inland,1600,44.21709,10.983929,9050229.199027555,4349721.553947786,1000 m,1000.0
51000011,inland,1556,52.65748,11.011751,9050238.041326828,4350707.221576896,1000 m,1000.0
51000012,inland,889,47.877876,8.362526,9050215.9836045,4351830.446160298,1000 m,1000.0
51000012,riverine,653,34.067142,3.049661,9050287.341895083,4351557.289278251,1000 m,1000.0
51000013,inland,1465,49.65529,10.593857,9050236.928731676,4352732.550677204,1000 m,1000.0
51000014,inland,1482,63.469925,16.604973,9050250.058131324,4353718.717617805,1000 m,1000.0
51000015,inland,1505,71.317986,27.688658,9050237.00534722,4354715.48311145,1000 m,1000.0
51000016,inland,1501,63.34089,17.692966,9050229.88941138,4355714.493128942,1000 m,1000.0
51000017,inland,1504,61.32733,14.31421,9050222.607806547,4356713.112770086,1000 m,1000.0
51000018,inland,1447,64.16309,14.412084,9050217.248847464,4357697.570067691,1000 m,1000.0
51000019,inland,1412,64.877914,17.901659,9050196.41228756,4358721.743972856,1000 m,1000.0
52000010,inland,990,36.942547,9.200577,9051038.462713227,4349736.309106151,1000 m,1000.0
52000011,inland,1504,57.195293,9.274316,9051206.393199103,4350746.231474708,1000 m,1000.0
52000012,inland,1072,50.184692,6.1593814,9051223.257942867,4351651.695102052,1000 m,1000.0
52000012,riverine,528,36.65025,2.4891777,9051237.657351144,4351856.180816659,1000 m,1000.0
52000013,inland,1551,54.66179,11.458045,9051230.867402382,4352731.807497392,1000 m,1000.0
52000014,inland,1526,57.57173,12.037071,9051217.30820417,4353701.38267825,1000 m,1000.0
52000015,inland,1565,66.45078,18.121407,9051219.194365446,4354724.199553956,1000 m,1000.0
52000016,inland,1502,62.53158,18.327944,9051222.739724325,4355697.527594085,1000 m,1000.0
52000017,inland,1408,64.19349,13.267045,9051195.058925195,4356750.560248133,1000 m,1000.0
52000018,inland,1600,62.680386,14.255357,9051228.009747598,4357712.039708132,1000 m,1000.0
52000019,inland,1098,66.15198,16.705698,9051204.927031733,4358635.280118004,1000 m,1000.0
53000012,inland,545,43.24772,1.3263434,9052013.336130483,4351662.431026553,1000 m,1000.0
53000013,inland,1488,60.12458,7.4174347,9052207.992080076,4352744.315644538,1000 m,1000.0
53000014,inland,1600,60.20647,9.217857,9052226.820467642,4353716.796827959,1000 m,1000.0
53000015,inland,1471,50.397305,8.340293,9052256.806856781,4354738.76997539,1000 m,1000.0
53000016,inland,915,55.432972,13.327088,9052154.979778556,4355550.992639713,1000 m,1000.0
53000017,inland,639,65.94796,21.33244,9052011.173481781,4356879.990519692,1000 m,1000.0
53000018,inland,1415,65.32136,17.167088,9052200.870800436,4357686.531211739,1000 m,1000.0
53000019,inland,794,69.96324,12.356963,9052130.147163063,4358543.79493243,1000 m,1000.0
54000014,inland,573,68.64906,12.460733,9052919.298728848,4353797.873937236,1000 m,1000.0
54000015,inland,1136,57.39597,8.216802,9053087.943019763,4354756.404042201,1000 m,1000.0
54000018,inland,511,72.929085,20.39139,9053008.1553017,4357884.901397083,1000 m,1000.0
0,aeolian,4524,50.86903,1.3224707,8999696.778257687,4340200.772709138,2000 m,2000.0
1,aeolian,1376,48.95381,1.9082227,8999206.303530728,4341942.752908539,2000 m,2000.0
1,inland,3137,40.083588,45.919216,9000177.984322356,4342411.223423341,2000 m,2000.0
1,riverine,1061,46.016926,30.51838,8999698.755153025,4341956.730218287,2000 m,2000.0
2,aeolian,1143,45.675583,0.88238966,8999757.547828095,4344328.292830231,2000 m,2000.0
2,inland,1106,36.431892,46.282616,9000092.6035251,4343521.747967039,2000 m,2000.0
2,riverine,1168,49.365932,36.472603,9000210.844724428,4344038.444946934,2000 m,2000.0
1000000,aeolian,1857,47.03752,2.3063314,9001335.955329321,4340143.43918488,2000 m,2000.0
1000000,riverine,790,40.37242,16.889692,9001578.51960335,4341021.122377855,2000 m,2000.0
1000001,inland,2841,43.99758,47.05788,9001198.293589056,4342173.172012005,2000 m,2000.0
1000001,riverine,3080,42.20153,18.621521,9002149.69385662,4342337.0674057985,2000 m,2000.0
1000002,riverine,4118,49.40993,15.422188,9001805.967595905,4344137.321575218,2000 m,2000.0
1000003,riverine,3465,57.63703,10.697176,9002042.141543552,4346434.446969487,2000 m,2000.0
1000004,aeolian,1481,60.7147,3.2989295,9001887.898255171,4348108.864110399,2000 m,2000.0
2000000,aeolian,712,31.698786,3.5794544,9004319.853271717,4340919.113630191,2000 m,2000.0
2000000,riverine,625,45.024532,8.594286,9003322.59053995,4340981.101170188,2000 m,2000.0
2000001,aeolian,983,42.186462,5.9293704,9004295.120934376,4341833.476768768,2000 m,2000.0
2000001,riverine,4329,38.823975,12.647593,9003511.128312577,4342373.503173354,2000 m,2000.0
2000002,aeolian,779,58.83077,2.7654502,9003650.048954874,4344386.523164178,2000 m,2000.0
2000002,riverine,4950,52.307594,13.646175,9003690.284445452,4344192.571628505,2000 m,2000.0
2000003,aeolian,1132,55.878212,2.3397274,9003847.654147387,4346735.379009052,2000 m,2000.0
2000003,riverine,2575,54.075333,8.616921,9003597.572634427,4346050.735456393,2000 m,2000.0
2000004,aeolian,1423,57.22941,1.861259,9003675.240268867,4347917.158162017,2000 m,2000.0
2000004,riverine,1383,62.38187,16.841234,9004163.73987615,4348602.595253474,2000 m,2000.0
2000006,inland,525,62.16057,31.330614,9004156.74778842,4352156.678264459,2000 m,2000.0
3000000,aeolian,1050,41.47889,7.047619,9005288.661927512,4340943.838871593,2000 m,2000.0
3000000,inland,1195,47.16551,5.152421,9006192.313488554,4340823.498199804,2000 m,2000.0
3000001,aeolian,3525,39.073483,5.2790275,9005696.858260581,4342312.740840349,2000 m,2000.0
3000001,inland,1202,45.330044,7.5564537,9006074.847481806,4341899.669431281,2000 m,2000.0
3000002,aeolian,2229,47.189457,2.6892264,9005817.605755882,4343642.951652585,2000 m,2000.0
3000002,riverine,3418,49.107563,22.588816,9005734.61418785,4344629.109601684,2000 m,2000.0
3000003,riverine,6333,46.957767,27.96057,9005725.851153515,4346222.674494623,2000 m,2000.0
3000004,inland,920,51.27167,35.61801,9006495.430260995,4348479.283114732,2000 m,2000.0
3000004,riverine,4376,49.834106,23.210367,9005612.471382808,4348133.088836938,2000 m,2000.0
3000005,riverine,578,66.474266,30.09392,9004956.461497676,4349748.857078195,2000 m,2000.0
3000007,inland,1193,67.14995,29.373726,9006132.658082316,4353826.0862281,2000 m,2000.0
3000009,inland,986,50.95889,28.501884,9005526.82252141,4358650.906590084,2000 m,2000.0
3000009,riverine,882,47.349083,6.2520247,9006280.111797579,4358744.285673651,2000 m,2000.0
3000010,inland,660,50.041325,17.99567,9005051.438976683,4360189.846968627,2000 m,2000.0
4000000,aeolian,1168,33.795834,4.8140903,9007635.865083553,4340914.895309463,2000 m,2000.0
4000000,inland,1564,40.572197,6.382901,9007851.061959706,4340719.756367751,2000 m,2000.0
4000001,aeolian,2547,38.747047,6.293118,9007418.400020592,4342146.273646901,2000 m,2000.0
4000001,inland,2292,43.62987,7.3585143,9007800.54108785,4342398.020559498,2000 m,2000.0
4000002,aeolian,3396,43.755207,5.080767,9007443.630089182,4344211.506964989,2000 m,2000.0
4000002,inland,773,48.010414,12.725928,9008486.29217973,4343683.933733199,2000 m,2000.0
4000002,riverine,1978,38.844368,12.498917,9007916.069979882,4344476.244915807,2000 m,2000.0
4000003,aeolian,2200,39.453648,4.888312,9008190.458933845,4346065.668359869,2000 m,2000.0
4000003,riverine,3955,40.101154,26.070435,9007484.144067263,4346288.028452928,2000 m,2000.0
4000004,aeolian,3119,49.326355,1.173453,9008195.85184652,4348393.2821973115,2000 m,2000.0
4000004,inland,1237,47.67559,38.78277,9007039.285151115,4348034.849688691,2000 m,2000.0
4000004,riverine,1821,44.31905,30.680159,9007459.113391923,4347993.703275145,2000 m,2000.0
4000005,aeolian,1647,50.310455,6.2347126,9007985.956601318,4349609.005809045,2000 m,2000.0
4000007,inland,5117,63.98385,34.817833,9007741.965952639,4354102.562337272,2000 m,2000.0
4000008,inland,903,62.64473,24.312609,9007655.76314157,4356188.092914473,2000 m,2000.0
4000009,inland,980,54.300434,19.481049,9007869.96762877,4358884.826948493,2000 m,2000.0
5000000,inland,2528,51.31729,11.952984,9009765.709440075,4340820.828825452,2000 m,2000.0
5000000,riverine,613,35.47662,4.740154,9009567.276517978,4340373.121467671,2000 m,2000.0
5000001,inland,4689,47.59182,12.915334,9009886.115202332,4342162.2433152655,2000 m,2000.0
5000001,riverine,784,39.35544,4.475219,9009037.939174587,4342467.531844313,2000 m,2000.0
5000002,aeolian,746,45.07434,3.7993104,9010186.796927718,4344895.965976054,2000 m,2000.0
5000002,inland,2564,40.596584,11.579006,9009804.019945178,4343817.5561234355,2000 m,2000.0
5000002,riverine,2451,43.093002,10.415574,9009555.092804557,4344479.585624325,2000 m,2000.0
5000003,aeolian,1002,46.627705,7.6561165,9009833.01217962,4346075.9945013365,2000 m,2000.0
5000003,riverine,5170,40.13341,11.749102,9009687.9790341,4346272.319544839,2000 m,2000.0
5000004,aeolian,1911,41.48607,12.508037,9009127.425768206,4348485.316616171,2000 m,2000.0
5000004,inland,570,45.306793,19.238094,9009988.254111692,4349025.584390359,2000 m,2000.0
5000004,riverine,3730,30.981224,11.350441,9009998.401945924,4347975.991631232,2000 m,2000.0
5000005,aeolian,621,49.200726,17.612146,9009111.91325504,4349475.369622767,2000 m,2000.0
5000005,inland,1812,37.218807,18.614002,9009875.53715567,4349680.598298504,2000 m,2000.0
5000006,inland,956,62.624447,36.425583,9009868.62649383,4353059.159372173,2000 m,2000.0
5000007,inland,4397,65.01393,42.20085,9009562.976630088,4354038.113691418,2000 m,2000.0
5000008,inland,539,54.304405,25.306122,9009426.970390799,4355404.791577535,2000 m,2000.0
5000009,inland,2311,64.32943,29.550596,9009848.845094258,4358039.867668446,2000 m,2000.0
5000010,inland,4177,60.62358,31.233627,9009931.117034309,4360416.913949704,2000 m,2000.0
5000011,inland,3351,50.47273,24.016712,9010066.400747735,4362127.369530619,2000 m,2000.0
5000012,inland,1213,51.464146,22.56978,9010396.238445397,4363749.770227162,2000 m,2000.0
6000002,aeolian,699,40.809834,2.1581852,9012066.574020566,4344940.176299708,2000 m,2000.0
6000002,inland,3295,48.38268,14.533709,9011622.28875958,4344435.310320807,2000 m,2000.0
6000003,aeolian,4428,46.51713,12.6164665,9011674.355223576,4346080.045252611,2000 m,2000.0
6000003,riverine,1254,55.048153,11.043518,9011953.123480959,4346885.516930199,2000 m,2000.0
6000004,aeolian,919,42.278427,8.531012,9011895.503850741,4348719.306079862,2000 m,2000.0
6000004,riverine,5228,40.91918,12.565855,9011687.848285725,4348126.279563198,2000 m,2000.0
6000005,inland,1183,41.53075,15.464315,9011327.495040668,4349570.666406953,2000 m,2000.0
6000005,riverine,599,50.611183,14.810398,9012339.360217964,4349450.111710575,2000 m,2000.0
6000006,inland,1668,64.736565,32.90682,9011781.408515105,4352954.440174509,2000 m,2000.0
6000007,inland,2509,71.83845,42.17161,9011679.797733432,4353615.487603919,2000 m,2000.0
6000009,inland,4109,67.99563,43.420364,9011775.6031183,4358444.8766621165,2000 m,2000.0
6000010,inland,5066,66.04216,37.568665,9011825.326090155,4360191.405933773,2000 m,2000.0
6000011,inland,3776,57.299713,29.519522,9011661.866230564,4362076.645490636,2000 m,2000.0
6000012,inland,4161,54.82619,23.327496,9011536.154483961,4364340.8177208705,2000 m,2000.0
6000012,riverine,657,50.90295,16.612307,9012473.45068974,4364078.982967205,2000 m,2000.0
7000001,aeolian,1582,56.464058,6.812353,9013890.214235783,4342743.81616832,2000 m,2000.0
7000001,riverine,822,48.228462,5.44317,9014090.416680072,4342811.958790864,2000 m,2000.0
7000002,aeolian,3696,41.976326,2.9444962,9013413.808776008,4344213.697898503,2000 m,2000.0
7000002,inland,1212,76.55683,57.89958,9014396.431792842,4344628.649402133,2000 m,2000.0
7000002,riverine,925,31.492834,3.4872587,9014136.971197158,4343882.169042359,2000 m,2000.0
7000003,aeolian,2509,51.747814,2.9892387,9013262.548471289,4345942.25064113,2000 m,2000.0
7000003,inland,1533,59.41383,19.770758,9014234.362242015,4346458.210309118,2000 m,2000.0
7000003,riverine,1464,53.332047,6.0772834,9013830.360018825,4346431.618801479,2000 m,2000.0
7000004,riverine,5428,42.004116,6.6475425,9013658.930462893,4348349.914309145,2000 m,2000.0
7000005,riverine,2753,44.82417,15.26335,9013670.989730155,4349655.790443194,2000 m,2000.0
7000006,inland,3264,72.267654,39.031864,9013889.992486235,4352664.495876953,2000 m,2000.0
7000007,inland,2850,57.905296,23.631077,9013966.394548658,4353867.976468085,2000 m,2000.0
7000008,inland,658,66.55699,29.292227,9014578.790684296,4356060.966121215,2000 m,2000.0
7000009,inland,4843,66.119446,41.206455,9013741.303392854,4358403.403681165,2000 m,2000.0
7000010,inland,6480,68.33803,35.455025,9013722.667209972,4360221.551642241,2000 m,2000.0
7000011,inland,3095,69.39736,38.455574,9013738.629625237,4361847.902713062,2000 m,2000.0
7000012,inland,3364,57.90206,26.535585,9013693.911318703,4364174.781526906,2000 m,2000.0
7000012,riverine,1538,50.54185,16.32547,9013802.854566056,4363986.769322778,2000 m,2000.0
8000001,aeolian,1281,38.88066,0.080294415,9016016.121025015,4342589.365108197,2000 m,2000.0
8000001,riverine,1712,54.406197,7.0894523,9015224.835943442,4342726.495086119,2000 m,2000.0
8000002,aeolian,1591,46.79558,0.31606358,9015964.490337653,4343931.786895325,2000 m,2000.0
8000002,inland,1480,63.132866,25.044401,9015751.973895537,4344702.192643514,2000 m,2000.0
8000002,riverine,2655,50.639217,6.31477,9015445.28182464,4344171.716730851,2000 m,2000.0
8000003,inland,4532,50.00967,4.8020425,9015913.923932193,4346423.946856175,2000 m,2000.0
8000003,riverine,1841,49.19804,2.9750912,9015229.272269266,4345749.633379307,2000 m,2000.0
8000004,inland,1633,49.796116,8.75339,9015786.460624814,4347538.475131428,2000 m,2000.0
8000004,riverine,3550,46.179115,8.048289,9015600.396194262,4348427.264067689,2000 m,2000.0
8000005,inland,526,73.308136,48.147747,9016385.323791556,4351001.303918838,2000 m,2000.0
8000005,riverine,1450,46.87116,13.146798,9015354.999460515,4349569.631393093,2000 m,2000.0
8000006,inland,4838,75.65403,41.33408,9015662.724904913,4352158.152492881,2000 m,2000.0
8000007,inland,5287,42.602184,7.0026207,9015738.97030224,4354351.569189363,2000 m,2000.0
8000008,inland,5155,54.693047,12.302619,9015723.1683444,4356028.004629827,2000 m,2000.0
8000009,inland,5395,65.60275,36.23355,9015736.943980811,4358323.005930945,2000 m,2000.0
8000010,inland,5392,64.1799,35.252754,9015647.670183344,4360081.237445252,2000 m,2000.0
8000010,riverine,746,52.57683,15.741096,9016078.742537491,4360875.263886291,2000 m,2000.0
8000011,aeolian,2273,49.202595,3.5648293,9015630.59672173,4362090.894235232,2000 m,2000.0
8000011,inland,1615,62.17438,32.275986,9015350.659107046,4362137.969461558,2000 m,2000.0
8000011,riverine,1650,53.446396,18.599134,9015784.93894394,4362375.199423594,2000 m,2000.0
8000012,inland,2722,56.22403,30.694868,9015725.01300275,4364045.635352552,2000 m,2000.0
8000012,riverine,860,46.64131,23.282393,9015433.188638438,4363717.708549541,2000 m,2000.0
8000013,inland,1684,56.452076,29.05497,9016451.158311445,4366168.301037629,2000 m,2000.0
8000016,aeolian,931,35.359062,2.6331136,9016469.383279637,4371970.693028155,2000 m,2000.0
9000002,inland,3364,56.71198,4.230508,9017752.782360975,4344699.961793977,2000 m,2000.0
9000003,inland,6233,43.00787,4.251106,9017742.041071905,4346221.732321823,2000 m,2000.0
9000004,inland,866,46.284523,14.757505,9017460.652894873,4347468.607192284,2000 m,2000.0
9000004,riverine,549,55.159805,18.704138,9017049.966791913,4348143.946970096,2000 m,2000.0
9000005,inland,4013,73.67938,45.645935,9017803.495325936,4350502.311942512,2000 m,2000.0
9000006,inland,3429,60.12414,28.576427,9017867.356670797,4351832.546521548,2000 m,2000.0
9000007,inland,2589,47.688976,5.107322,9017188.147867037,4354363.443824303,2000 m,2000.0
9000008,inland,2871,56.677223,11.24944,9017358.102531083,4356057.926878229,2000 m,2000.0
9000009,inland,5567,66.801735,34.925198,9017726.999770064,4358216.080737631,2000 m,2000.0
9000010,inland,4466,64.3509,27.91568,9017754.86787597,4359968.606070281,2000 m,2000.0
9000012,inland,1664,64.00882,25.703983,9017371.057461195,4364328.3954137135,2000 m,2000.0
9000012,riverine,1233,53.306828,19.420692,9018295.294377126,4364097.471879217,2000 m,2000.0
9000013,inland,3133,50.849483,24.378277,9017289.362747254,4366167.304805732,2000 m,2000.0
9000013,riverine,1507,40.20447,11.834297,9018035.771494392,4366789.477754965,2000 m,2000.0
9000014,inland,3259,44.98796,15.675273,9017732.203442387,4368341.4705837285,2000 m,2000.0
9000014,riverine,2110,32.02214,4.3696685,9017942.180966396,4367882.489036224,2000 m,2000.0
9000015,inland,4356,62.291798,28.92562,9017892.145924833,4370120.606245474,2000 m,2000.0
9000015,riverine,1418,60.27848,7.1932297,9017262.704569817,4370762.632295261,2000 m,2000.0
9000016,inland,1157,59.56057,20.723545,9017542.028327765,4372162.670478129,2000 m,2000.0
9000016,riverine,1521,60.812336,10.859397,9017401.381982194,4371650.415397423,2000 m,2000.0
10000002,inland,4036,42.0231,4.0535183,9019742.716703076,4344594.587496364,2000 m,2000.0
10000003,inland,6277,49.657963,15.7309,9019711.825969512,4346195.2067143265,2000 m,2000.0
10000005,inland,4940,65.71507,40.382877,9019711.25019076,4350136.848931382,2000 m,2000.0
