_blk,community_short,n_cells,y,x,cx,cy,rung,block_m
19000029,inland,1408,45.035416,12.834821,9018199.013378736,4368781.387888316,1000 m,1000.0
19000030,inland,1336,64.07716,29.989307,9018246.098543523,4369722.962900496,1000 m,1000.0
19000031,inland,1384,59.255997,29.496283,9018264.5857552,4370667.603454236,1000 m,1000.0
20000005,inland,1640,44.94106,4.383275,9019228.611304212,4344727.50034757,1000 m,1000.0
20000006,inland,1640,46.59384,7.186411,9019228.611304212,4345726.311067613,1000 m,1000.0
20000007,inland,1615,44.534058,14.8040695,9019223.416251551,4346717.708014587,1000 m,1000.0
20000010,inland,1433,77.58855,51.633934,9019260.377388347,4349773.106311974,1000 m,1000.0
20000011,inland,1185,57.756954,29.241713,9019222.205429552,4350721.428801613,1000 m,1000.0
20000012,inland,1464,43.54491,18.015223,9019174.133820608,4351728.010496359,1000 m,1000.0
20000017,inland,635,57.69499,30.398201,9019277.961991364,4357013.796300634,1000 m,1000.0
20000018,inland,1640,72.982834,45.200348,9019228.611304212,4357712.039708132,1000 m,1000.0
20000019,inland,1640,62.680237,29.831009,9019228.611304212,4358710.850428175,1000 m,1000.0
20000020,inland,1681,61.869755,30.177614,9019228.611304212,4359722.146282218,1000 m,1000.0
20000021,inland,1640,64.39837,22.541811,9019228.611304212,4360733.442136263,1000 m,1000.0
20000022,inland,1220,59.680546,19.962528,9019216.781128062,4361604.986359232,1000 m,1000.0
20000024,riverine,1150,55.998646,22.93416,9019180.299263949,4363741.230340014,1000 m,1000.0
20000025,aeolian,1130,40.664608,0.8647282,9019147.75625057,4364758.715630784,1000 m,1000.0
20000026,aeolian,1137,41.033913,1.5429075,9019246.290341802,4365706.006372152,1000 m,1000.0
20000028,riverine,947,33.910496,8.272741,9019076.17928804,4367745.2489607455,1000 m,1000.0
20000029,inland,698,49.704792,19.5702,9019129.231068527,4368952.130388842,1000 m,1000.0
20000029,riverine,570,27.50372,4.4761906,9019323.98020498,4368565.476213521,1000 m,1000.0
20000030,inland,1410,64.79706,36.70314,9019209.201790929,4369704.267702095,1000 m,1000.0
20000031,inland,1328,63.11134,32.641994,9019171.525661403,4370733.696018268,1000 m,1000.0
21000005,inland,1539,40.73383,3.2804232,9020229.174323764,4344738.6388069475,1000 m,1000.0
21000006,inland,1600,48.103374,9.366071,9020239.907158256,4345726.311067613,1000 m,1000.0
21000007,inland,1422,60.76037,33.799477,9020229.634579647,4346670.159102112,1000 m,1000.0
21000010,inland,1420,68.39769,43.40845,9020235.458230224,4349777.578788526,1000 m,1000.0
21000011,inland,902,53.08356,32.382008,9020244.77940567,4350512.32523986,1000 m,1000.0
21000017,inland,961,61.754078,33.2154,9020268.787962504,4356909.62625207,1000 m,1000.0
21000018,inland,1600,69.48304,44.28393,9020239.907158256,4357712.039708132,1000 m,1000.0
21000019,inland,1600,60.659473,33.964283,9020239.907158256,4358710.850428175,1000 m,1000.0
21000020,inland,1640,65.44004,35.848434,9020239.907158256,4359722.146282218,1000 m,1000.0
21000021,inland,1600,62.549057,35.01071,9020239.907158256,4360733.442136263,1000 m,1000.0
21000022,inland,1026,62.45823,28.590921,9020226.643224472,4361553.810356322,1000 m,1000.0
21000026,riverine,931,53.25198,23.440233,9020175.255352652,4365713.374526917,1000 m,1000.0
21000027,inland,1277,60.47484,28.732521,9020323.333664464,4366673.931466044,1000 m,1000.0
21000029,inland,734,58.042683,32.06695,9020293.215618689,4368980.944755939,1000 m,1000.0
21000029,riverine,522,32.485542,12.955665,9020154.04196465,4368593.671115446,1000 m,1000.0
21000030,inland,1600,70.55345,36.501785,9020239.907158256,4369722.738616652,1000 m,1000.0
21000031,inland,1590,71.30629,29.789759,9020242.812503904,4370718.6439910475,1000 m,1000.0
21000032,inland,605,70.92721,33.75679,9020429.949470669,4371498.578676402,1000 m,1000.0
22000004,inland,714,34.88393,8.47539,9021259.456490237,4344004.027050457,1000 m,1000.0
22000005,inland,1522,38.892673,3.029848,9021248.758485405,4344716.524585879,1000 m,1000.0
22000006,inland,1548,48.9508,11.520856,9021228.9265652,4345737.231527197,1000 m,1000.0
22000007,inland,1309,57.85037,36.952965,9021250.191993045,4346638.2790488675,1000 m,1000.0
22000010,inland,1396,81.67109,50.81048,9021237.376352439,4349785.178047556,1000 m,1000.0
22000011,inland,1592,56.726784,31.823402,9021241.086289397,4350718.058996098,1000 m,1000.0
22000017,inland,1278,69.750656,38.383636,9021259.057509746,4356795.955212437,1000 m,1000.0
22000018,inland,959,65.297035,44.248474,9021139.99548922,4357559.158656444,1000 m,1000.0
22000020,inland,615,63.817085,36.357723,9020927.969998386,4359746.913539912,1000 m,1000.0
22000021,inland,772,65.94651,39.14878,9020981.284765579,4360751.587628942,1000 m,1000.0
22000022,inland,506,64.240814,34.64709,9021016.304839008,4361517.291418731,1000 m,1000.0
22000026,inland,513,50.981133,22.55639,9021270.72168183,4366061.381805394,1000 m,1000.0
22000026,riverine,812,48.035217,23.406054,9021239.609673584,4365654.460777732,1000 m,1000.0
22000027,inland,1600,59.154007,25.4,9021238.717878299,4366726.306456522,1000 m,1000.0
22000028,inland,521,58.858932,21.765835,9021289.688857224,4367396.645522544,1000 m,1000.0
22000029,inland,1104,63.24256,20.41149,9021145.011519305,4368827.065960092,1000 m,1000.0
22000030,inland,1600,70.420975,30.028572,9021238.717878299,4369722.738616652,1000 m,1000.0
22000031,inland,1600,71.79099,31.426785,9021238.717878299,4370721.549336696,1000 m,1000.0
22000032,inland,822,79.88623,41.876957,9021190.08357286,4371485.9372365875,1000 m,1000.0
23000004,inland,891,36.143475,2.1837423,9022254.469706094,4343948.980078281,1000 m,1000.0
23000005,inland,1600,31.963718,4.669643,9022237.528598342,4344727.50034757,1000 m,1000.0
23000006,inland,1492,37.882484,4.166986,9022240.005541816,4345717.139682314,1000 m,1000.0
23000007,inland,1600,48.940407,12.825,9022237.528598342,4346725.121787656,1000 m,1000.0
23000008,inland,1600,69.793015,33.339283,9022237.528598342,4347723.932507699,1000 m,1000.0
23000009,inland,1061,69.960495,33.639423,9022231.562563527,4348555.282396487,1000 m,1000.0
23000010,inland,1080,79.99121,56.60582,9022216.0033025,4349881.479266086,1000 m,1000.0
23000011,inland,1366,57.999527,29.730183,9022176.236278716,4350679.765132521,1000 m,1000.0
23000017,inland,1412,74.074554,44.429382,9022210.913688043,4356681.821625504,1000 m,1000.0
23000030,inland,694,74.42252,32.18197,9021955.803528532,4369742.347832877,1000 m,1000.0
23000031,inland,864,74.47841,35.31746,9022008.663375773,4370737.358059608,1000 m,1000.0
24000004,inland,1074,43.119038,3.9132745,9023250.12644029,4343892.065859596,1000 m,1000.0
24000005,inland,1600,34.0095,3.6089284,9023236.339318385,4344727.50034757,1000 m,1000.0
24000006,inland,1548,31.992939,4.0494647,9023244.662741052,4345712.503219157,1000 m,1000.0
24000007,inland,1548,44.04861,12.236988,9023227.402930483,4346738.671545486,1000 m,1000.0
24000008,inland,1600,53.605434,26.044643,9023236.339318385,4347723.932507699,1000 m,1000.0
24000009,inland,882,55.483334,17.829607,9023201.290348107,4348513.55353357,1000 m,1000.0
24000009,riverine,667,52.96116,32.310986,9023254.776885089,4349013.045991182,1000 m,1000.0
24000010,inland,958,79.431114,49.388607,9023228.54588401,4349921.681001766,1000 m,1000.0
24000010,riverine,642,54.408573,36.137074,9023247.96877342,4349422.921988732,1000 m,1000.0
24000011,inland,721,53.07132,25.278383,9023227.075037261,4350446.297794283,1000 m,1000.0
24000016,inland,916,47.229244,20.739239,9023297.238421787,4355915.107256062,1000 m,1000.0
24000017,inland,1135,60.597557,33.50535,9023250.870474346,4356681.295645354,1000 m,1000.0
25000006,inland,701,35.206852,6.7495418,9023990.309614597,4345827.563545207,1000 m,1000.0
25000007,inland,1134,47.1288,6.926178,9024135.599260975,4346728.909165166,1000 m,1000.0
25000008,inland,1349,48.039154,14.931696,9024211.299637895,4347739.842029825,1000 m,1000.0
25000009,inland,1134,43.235554,19.188713,9024295.52788222,4348659.018399175,1000 m,1000.0
25000010,inland,972,73.70007,43.830097,9024265.746323602,4349889.281190357,1000 m,1000.0
25000010,riverine,561,53.34751,29.12656,9024138.495961843,4349451.977427022,1000 m,1000.0
25000011,inland,657,46.31594,21.765602,9024228.593917836,4350426.213390516,1000 m,1000.0
25000016,inland,1445,62.144554,26.805733,9024246.149052672,4355728.890655208,1000 m,1000.0
25000017,inland,1438,64.45401,35.088413,9024271.21627392,4356695.933865051,1000 m,1000.0
25000018,inland,611,65.908966,32.087914,9024435.136955718,4357548.425194315,1000 m,1000.0
26000009,inland,1214,40.44552,28.489058,9025235.873637322,4348839.716797859,1000 m,1000.0
26000010,inland,1563,66.6801,43.392746,9025243.95365843,4349713.925474996,1000 m,1000.0
26000011,inland,1377,71.44522,35.047203,9025280.410534423,4350692.338851419,1000 m,1000.0
26000012,inland,648,69.22977,30.890652,9025470.484685928,4351613.437092509,1000 m,1000.0
26000015,inland,675,59.84862,30.539682,9025317.250474626,4354986.673679525,1000 m,1000.0
26000016,inland,1594,77.98307,73.91647,9025235.589935305,4355714.026638999,1000 m,1000.0
26000017,inland,1546,64.916214,36.614304,9025221.798655106,4356722.968361701,1000 m,1000.0
26000018,inland,951,63.531826,30.016525,9025216.014198873,4357510.662767612,1000 m,1000.0
27000008,riverine,894,50.674763,10.613614,9026432.254313039,4347752.198627628,1000 m,1000.0
27000009,inland,1306,60.62761,25.421133,9026228.851949465,4348814.135173413,1000 m,1000.0
27000010,inland,1600,66.38035,33.907143,9026232.771478515,4349721.553947786,1000 m,1000.0
27000011,inland,1600,80.43692,37.219643,9026232.771478515,4350720.364667829,1000 m,1000.0
27000012,inland,1600,64.53372,27.176785,9026232.771478515,4351719.175387872,1000 m,1000.0
27000013,inland,1125,51.277515,13.686349,9026327.558615847,4352699.263955863,1000 m,1000.0
27000014,inland,856,41.58027,15.854473,9026460.100098295,4353696.464728897,1000 m,1000.0
27000015,inland,1368,68.38045,48.45238,9026274.644135527,4354778.416533522,1000 m,1000.0
27000016,inland,1130,81.00971,77.81542,9026168.931563245,4355616.128221966,1000 m,1000.0
27000017,inland,1092,66.97361,24.00314,9026199.980851855,4356671.0859442,1000 m,1000.0
28000008,riverine,1587,47.11537,6.7746873,9027234.689714583,4347727.8896736745,1000 m,1000.0
28000009,inland,1199,65.572174,19.308947,9027224.428497925,4348847.646632527,1000 m,1000.0
28000010,inland,1600,75.8394,34.533928,9027231.582198558,4349721.553947786,1000 m,1000.0
28000011,inland,1600,82.27883,43.225,9027231.582198558,4350720.364667829,1000 m,1000.0
28000012,inland,1600,77.729225,40.41786,9027231.582198558,4351719.175387872,1000 m,1000.0
28000013,inland,1439,54.094883,20.131044,9027231.90322007,4352730.835644715,1000 m,1000.0
28000014,inland,1600,63.265327,24.33393,9027231.582198558,4353716.796827959,1000 m,1000.0
28000015,inland,1573,77.41419,51.386795,9027224.113342172,4354708.04344584,1000 m,1000.0
28000016,inland,826,80.745926,47.651333,9027142.221287891,4355591.290057914,1000 m,1000.0
28000017,inland,598,57.282066,16.215958,9027205.818560839,4356800.332631985,1000 m,1000.0
29000008,riverine,1527,44.32552,18.781925,9028212.544164494,4347703.908871047,1000 m,1000.0
29000009,inland,1331,54.759903,21.734463,9028274.1330988,4348794.736769031,1000 m,1000.0
29000010,inland,1600,69.37623,26.232143,9028230.392918602,4349721.553947786,1000 m,1000.0
29000011,inland,1600,68.96849,39.125,9028230.392918602,4350720.364667829,1000 m,1000.0
29000012,inland,1600,79.77163,39.492855,9028230.392918602,4351719.175387872,1000 m,1000.0
29000013,inland,1440,66.988434,29.609129,9028230.392918602,4352743.095099628,1000 m,1000.0
29000014,inland,1600,69.947586,43.501785,9028230.392918602,4353716.796827959,1000 m,1000.0
29000015,inland,1404,75.61731,35.563698,9028236.47541978,4354654.942602025,1000 m,1000.0
29000016,inland,610,79.36291,58.66979,9028148.195708526,4356001.617284923,1000 m,1000.0
29000016,riverine,972,43.3909,7.169312,9028283.750168229,4355530.866246576,1000 m,1000.0
29000017,inland,1042,77.241844,55.102825,9028258.478479154,4356764.008256701,1000 m,1000.0
30000008,inland,622,61.622055,32.73312,9029270.272101933,4348023.41514321,1000 m,1000.0
30000008,riverine,978,39.21765,11.805433,9029203.084431933,4347533.46400127,1000 m,1000.0
30000009,inland,1298,57.59974,25.199207,9029164.854219181,4348650.487197995,1000 m,1000.0
30000010,inland,917,46.18771,22.844679,9029066.37951922,4349838.930545625,1000 m,1000.0
30000010,riverine,683,48.517426,22.413721,9029447.812302645,4349563.963405739,1000 m,1000.0
30000011,inland,1600,63.11065,33.803574,9029229.203638645,4350720.364667829,1000 m,1000.0
30000012,inland,1600,81.870834,41.8,9029229.203638645,4351719.175387872,1000 m,1000.0
30000013,inland,1406,70.080376,37.825645,9029231.69000957,4352748.1777548585,1000 m,1000.0
30000014,inland,1600,72.18326,37.325,9029229.203638645,4353716.796827959,1000 m,1000.0
30000015,inland,1421,78.52553,35.490097,9029194.384084778,4354667.380313288,1000 m,1000.0
30000016,riverine,1504,50.623123,12.676672,9029227.60979175,4355685.778831675,1000 m,1000.0
30000017,inland,1311,79.56307,51.936363,9029213.518653369,4356736.1898256745,1000 m,1000.0
30000018,inland,618,67.45791,34.637077,9029292.073763257,4357424.315956618,1000 m,1000.0
31000007,riverine,577,50.581146,11.983164,9030254.867133897,4347042.789469219,1000 m,1000.0
31000008,inland,805,52.588955,20.52174,9030304.1193929,4347882.579011664,1000 m,1000.0
31000008,riverine,795,47.135937,13.110513,9030150.952028448,4347563.290450226,1000 m,1000.0
31000009,inland,805,50.63761,15.737355,9030363.303580908,4348638.821413983,1000 m,1000.0
31000009,riverine,795,37.11533,6.846361,9030091.023385245,4348807.720661801,1000 m,1000.0
31000010,riverine,1406,34.759117,5.791506,9030187.646350747,4349769.736264348,1000 m,1000.0
31000011,inland,1326,64.78596,33.397976,9030222.553289518,4350804.10733887,1000 m,1000.0
31000012,inland,1600,81.09641,47.464287,9030228.014358688,4351719.175387872,1000 m,1000.0
31000013,inland,1565,78.826225,61.267002,9030236.718052741,4352710.431205744,1000 m,1000.0
31000014,inland,1491,66.55715,43.60832,9030223.73541605,4353715.967835158,1000 m,1000.0
31000015,inland,1519,67.66489,29.865513,9030236.24188939,4354707.478649038,1000 m,1000.0
31000016,inland,1365,59.80717,38.438515,9030278.768943721,4355706.543029676,1000 m,1000.0
31000017,inland,1152,74.101234,45.248016,9030296.292435253,4356752.461787639,1000 m,1000.0
31000018,inland,648,65.58099,19.426807,9030206.627786556,4357416.404065996,1000 m,1000.0
32000007,riverine,559,48.539978,12.123691,9031178.693658747,4347044.307923616,1000 m,1000.0
32000008,inland,765,58.155884,15.8543415,9031226.319145197,4347982.04021256,1000 m,1000.0
32000008,riverine,835,51.017654,12.407186,9031227.288598677,4347487.462574503,1000 m,1000.0
32000009,inland,741,53.33057,12.805089,9031046.658360962,4348548.675860185,1000 m,1000.0
32000009,riverine,859,37.106472,3.0833197,9031382.242468566,4348872.899129209,1000 m,1000.0
32000010,riverine,1575,36.52721,4.0707483,9031234.062492916,4349728.173050573,1000 m,1000.0
32000011,inland,1122,69.97651,43.022663,9031138.294128545,4350818.7991556795,1000 m,1000.0
32000012,inland,1600,74.164696,46.07321,9031226.825078731,4351719.175387872,1000 m,1000.0
32000013,inland,1600,74.94776,56.60536,9031226.825078731,4352717.986107916,1000 m,1000.0
32000014,inland,1599,65.35685,42.371124,9031227.020280952,4353716.492312496,1000 m,1000.0
32000015,inland,909,60.621704,37.551468,9031170.19558755,4354533.852016397,1000 m,1000.0
32000017,inland,1226,75.11659,36.359825,9031208.657477545,4356708.64635326,1000 m,1000.0
32000018,inland,1118,73.0266,22.772808,9031323.891970262,4357622.901658407,1000 m,1000.0
32000019,inland,593,47.871628,12.821007,9031237.204793844,4358967.058852547,1000 m,1000.0
33000007,inland,831,61.36146,16.943441,9032293.68053029,4346899.928687892,1000 m,1000.0
33000008,inland,1247,60.848248,17.475082,9032294.188896209,4347802.838154098,1000 m,1000.0
33000009,riverine,1471,35.66807,1.6043508,9032217.767872725,4348762.048907931,1000 m,1000.0
33000010,riverine,1600,45.099125,15.651786,9032225.635798775,4349721.553947786,1000 m,1000.0
33000011,riverine,1529,53.885406,25.942259,9032223.45559552,4350700.007938553,1000 m,1000.0
33000012,inland,1487,75.44972,44.40388,9032206.416920679,4351749.443651538,1000 m,1000.0
33000013,inland,1600,72.869095,54.625,9032225.635798775,4352717.986107916,1000 m,1000.0
33000014,inland,1600,61.56211,40.473217,9032225.635798775,4353716.796827959,1000 m,1000.0
33000016,inland,910,70.67283,27.927786,9032306.555931011,4355882.679458575,1000 m,1000.0
33000017,inland,1067,72.6782,32.772793,9032211.138065852,4356660.374864114,1000 m,1000.0
33000018,inland,1493,75.66987,27.455746,9032220.041321449,4357678.849154315,1000 m,1000.0
33000019,inland,837,36.40075,6.635945,9032280.096042784,4358938.551229272,1000 m,1000.0
34000008,inland,644,68.182686,23.269743,9032928.370483948,4347754.447415955,1000 m,1000.0
34000009,riverine,1202,34.246807,1.8397909,9033178.743865239,4348793.374601456,1000 m,1000.0
34000010,riverine,1285,55.181595,23.252918,9033133.35847893,4349747.738722986,1000 m,1000.0
34000011,riverine,1491,71.64851,34.427517,9033191.965073623,4350730.572165043,1000 m,1000.0
34000012,inland,1550,77.856636,48.66175,9033228.232333643,4351734.4153062785,1000 m,1000.0
34000013,inland,1600,72.20676,45.22857,9033224.446518818,4352717.986107916,1000 m,1000.0
34000014,inland,1599,59.422707,35.77057,9033224.313781308,4353717.023262534,1000 m,1000.0
34000016,inland,838,67.81887,37.238323,9033233.922109777,4355950.74189038,1000 m,1000.0
34000017,inland,1457,76.09432,52.94637,9033232.767085128,4356682.029006692,1000 m,1000.0
34000018,inland,1374,72.11205,41.990017,9033222.647351036,4357756.455526905,1000 m,1000.0
34000019,inland,1375,43.63348,8.103896,9033274.505096087,4358756.459757691,1000 m,1000.0
34000020,inland,574,25.553732,2.7426581,9033312.668998795,4359407.668812917,1000 m,1000.0
35000009,riverine,1262,24.872835,1.3040526,9034240.035992637,4348766.134509617,1000 m,1000.0
35000010,aeolian,1249,37.669533,14.427542,9034243.239450926,4349621.782832927,1000 m,1000.0
35000011,riverine,1084,36.10945,22.374802,9034197.872335415,4350566.696164291,1000 m,1000.0
35000012,inland,1438,68.757164,48.51381,9034265.557359064,4351719.40112743,1000 m,1000.0
35000013,inland,1438,75.10748,47.013706,9034248.678985978,4352718.211847473,1000 m,1000.0
35000014,inland,1341,58.95673,33.812717,9034218.685873616,4353684.368996696,1000 m,1000.0
35000016,inland,913,68.0375,39.928024,9034220.344496757,4355893.298922877,1000 m,1000.0
35000017,inland,1397,73.476845,36.59679,9034184.139535554,4356706.302732648,1000 m,1000.0
35000018,inland,1522,78.81001,39.943684,9034203.815867258,4357718.66782132,1000 m,1000.0
35000019,inland,1591,70.21575,36.737003,9034223.484812014,4358713.510679857,1000 m,1000.0
35000020,inland,1484,33.671062,8.477089,9034258.45791316,4359682.166931296,1000 m,1000.0
36000009,riverine,1453,26.01001,0.98122114,9035241.220996542,4348733.337976691,1000 m,1000.0
36000010,aeolian,1203,37.19168,14.014962,9035197.730769187,4349686.36102227,1000 m,1000.0
36000011,inland,904,60.150696,24.323639,9035257.368846633,4350933.330117263,1000 m,1000.0
36000011,riverine,696,55.7339,26.383415,9035176.217380593,4350443.754371437,1000 m,1000.0
36000012,inland,1600,71.26546,43.40357,9035222.067958904,4351719.175387872,1000 m,1000.0
36000013,inland,1600,74.290726,44.59107,9035222.067958904,4352717.986107916,1000 m,1000.0
36000014,inland,1574,58.37859,32.62661,9035228.619878018,4353709.1344140805,1000 m,1000.0
36000017,inland,741,70.68358,41.19144,9035044.866671072,4356889.857408774,1000 m,1000.0
36000018,inland,1458,77.82448,46.212032,9035264.695528902,4357704.127318683,1000 m,1000.0
36000019,inland,1426,80.709274,46.886395,9035252.151353313,4358711.305706554,1000 m,1000.0
36000020,inland,1389,67.778114,36.54839,9035199.030235043,4359739.8717568405,1000 m,1000.0
36000021,inland,1000,57.76598,35.342857,9035246.264148599,4360598.977243077,1000 m,1000.0
37000009,riverine,1600,28.60198,0.70178574,9036220.878678948,4348722.743227743,1000 m,1000.0
37000010,aeolian,1061,50.493267,14.657331,9036160.594662467,4349745.782874183,1000 m,1000.0
37000010,riverine,525,38.054085,13.006803,9036331.152138682,4349660.2222133335,1000 m,1000.0
37000011,inland,1258,66.75513,27.195095,9036244.578599451,4350821.436690613,1000 m,1000.0
37000012,inland,1600,75.80084,44.15,9036220.878678948,4351719.175387872,1000 m,1000.0
37000013,inland,1600,72.068344,40.719643,9036220.878678948,4352717.986107916,1000 m,1000.0
37000014,inland,1600,59.970684,32.096428,9036220.878678948,4353716.796827959,1000 m,1000.0
37000015,inland,593,56.51789,30.864853,9036290.883856945,4354412.279848937,1000 m,1000.0
37000018,inland,1600,59.132374,40.160717,9036220.878678948,4357712.039708132,1000 m,1000.0
37000019,inland,1600,69.13138,32.348213,9036220.878678948,4358710.850428175,1000 m,1000.0
37000020,inland,1492,71.97068,38.738033,9036217.715555185,4359705.209344407,1000 m,1000.0
37000021,inland,1469,51.84,16.72858,9036237.307381483,4360710.826110684,1000 m,1000.0
38000009,riverine,1549,25.037315,2.058471,9037205.576119691,4348735.760330009,1000 m,1000.0
38000010,riverine,1352,25.959724,2.2844465,9037208.423227778,4349649.505859419,1000 m,1000.0
38000011,inland,1119,69.12384,45.9594,9037185.268810617,4350864.551787301,1000 m,1000.0
38000012,inland,1600,74.798836,44.748215,9037219.689398991,4351719.175387872,1000 m,1000.0
38000013,inland,1600,71.161156,43.47143,9037219.689398991,4352717.986107916,1000 m,1000.0
38000014,inland,1599,58.446014,30.245687,9037219.728439435,4353716.804636047,1000 m,1000.0
38000015,inland,1007,51.608788,19.208399,9037232.422499904,4354531.851668139,1000 m,1000.0
38000018,inland,1600,59.65977,34.101784,9037219.689398991,4357712.039708132,1000 m,1000.0
38000019,inland,1600,59.308563,25.591072,9037219.689398991,4358710.850428175,1000 m,1000.0
38000020,inland,1631,62.74694,30.158535,9037222.131310547,4359719.451759124,1000 m,1000.0
38000021,inland,1414,73.07727,45.413216,9037215.627757095,4360754.209487868,1000 m,1000.0
38000022,inland,514,65.92082,30.605892,9037265.209128791,4361579.613591598,1000 m,1000.0
39000009,riverine,1361,25.78556,2.433085,9038283.402634136,4348761.648042802,1000 m,1000.0
39000010,riverine,1292,22.369452,1.7580718,9038199.347227713,4349638.661161829,1000 m,1000.0
39000011,aeolian,576,49.04831,18.288689,9038282.443079628,4350409.666906087,1000 m,1000.0
39000011,inland,701,67.797424,39.03811,9038182.00648199,4350992.668824369,1000 m,1000.0
39000012,inland,1600,75.33879,52.219643,9038218.500119034,4351719.175387872,1000 m,1000.0
39000013,inland,1600,68.84008,36.969643,9038218.500119034,4352717.986107916,1000 m,1000.0
39000014,inland,1592,60.390812,25.139984,9038216.241501829,4353715.667519355,1000 m,1000.0
39000015,inland,905,57.897865,15.905288,9038196.468341134,4354502.229020283,1000 m,1000.0
39000018,inland,1600,63.35475,31.567856,9038218.500119034,4357712.039708132,1000 m,1000.0
39000019,inland,1600,64.44338,29.017857,9038218.500119034,4358710.850428175,1000 m,1000.0
39000020,inland,1640,64.296745,27.655052,9038218.500119034,4359722.146282218,1000 m,1000.0
39000021,inland,1354,64.88869,34.40177,9038215.512538964,4360687.595691469,1000 m,1000.0
39000022,inland,1060,78.87631,40.975742,9038275.272143451,4361654.067649235,1000 m,1000.0
40000008,riverine,506,40.977154,4.517222,9039244.699176509,4348063.843981991,1000 m,1000.0
40000009,riverine,1532,24.53823,2.1671019,9039204.972397251,4348702.483408471,1000 m,1000.0
40000010,aeolian,1485,43.30752,13.1890335,9039247.603053087,4349748.802647648,1000 m,1000.0
40000011,aeolian,1006,62.415943,22.976427,9039248.01483661,4350538.573173952,1000 m,1000.0
40000012,inland,1600,74.03489,49.860714,9039217.310839077,4351719.175387872,1000 m,1000.0
40000013,inland,1600,64.44749,29.742857,9039217.310839077,4352717.986107916,1000 m,1000.0
40000014,inland,1600,61.896347,28.15,9039217.310839077,4353716.796827959,1000 m,1000.0
40000015,inland,668,56.665424,23.135159,9039198.059809107,4354425.832821139,1000 m,1000.0
40000018,inland,1596,64.32932,30.916576,9039218.186988832,4357713.260059576,1000 m,1000.0
40000019,inland,1600,61.76509,27.898212,9039217.310839077,4358710.850428175,1000 m,1000.0
40000020,inland,1638,60.54119,26.858538,9039216.944974344,4359722.024327308,1000 m,1000.0
40000021,inland,1594,69.41478,38.40115,9039217.357834563,4360731.656307811,1000 m,1000.0
40000022,inland,1023,82.084854,43.653122,9039199.968341116,4361756.405427358,1000 m,1000.0
41000009,riverine,1590,30.824669,2.3899372,9040222.340569265,4348731.317923547,1000 m,1000.0
41000010,aeolian,999,41.04579,5.436866,9040094.882034658,4349854.141321771,1000 m,1000.0
41000010,riverine,641,31.230886,2.3534656,9040437.016886266,4349514.916215163,1000 m,1000.0
41000011,aeolian,1407,55.604523,17.15098,9040252.458889421,4350652.2421563,1000 m,1000.0
41000012,inland,1623,71.04571,42.61421,9040229.068250757,4351724.183288202,1000 m,1000.0
41000013,inland,1640,64.90045,28.369339,9040228.60669312,4352717.986107916,1000 m,1000.0
41000014,inland,1640,60.537296,29.956446,9040228.60669312,4353716.796827959,1000 m,1000.0
41000015,inland,510,57.125168,25.893557,9040198.83821676,4354373.172147219,1000 m,1000.0
41000018,inland,1640,61.329716,29.336237,9040228.60669312,4357712.039708132,1000 m,1000.0
41000019,inland,1640,59.64344,26.449476,9040228.60669312,4358710.850428175,1000 m,1000.0
41000020,inland,1679,64.17002,30.17953,9040228.681053659,4359722.146282218,1000 m,1000.0
41000021,inland,1609,67.884384,39.20625,9040230.143086243,4360724.495362178,1000 m,1000.0
41000022,inland,702,81.35168,43.089134,9040195.099581359,4361625.257747835,1000 m,1000.0
42000006,inland,976,58.663654,21.891102,9041433.626798501,4345713.416584956,1000 m,1000.0
42000007,inland,796,63.252907,21.101938,9041489.699336227,4346705.892171721,1000 m,1000.0
42000008,inland,1004,57.026733,22.211155,9041334.436400425,4347797.898221877,1000 m,1000.0
42000009,riverine,1055,37.362247,3.5612729,9041082.518853256,4348746.896932477,1000 m,1000.0
42000010,riverine,1070,31.572569,2.9372497,9041121.5388095,4349659.525001667,1000 m,1000.0
42000011,aeolian,1443,56.720676,19.93862,9041193.881460715,4350729.475441289,1000 m,1000.0
42000012,inland,1512,73.66522,43.807632,9041225.765940415,4351745.400775164,1000 m,1000.0
42000013,inland,1600,63.454155,26.119644,9041239.902547166,4352717.986107916,1000 m,1000.0
42000014,inland,1600,61.17737,26.691072,9041239.902547166,4353716.796827959,1000 m,1000.0
42000018,inland,1600,61.71129,32.8875,9041239.902547166,4357712.039708132,1000 m,1000.0
42000019,inland,1600,60.378662,33.00357,9041239.902547166,4358710.850428175,1000 m,1000.0
42000020,inland,1639,65.5912,35.563496,9041240.169160765,4359722.20722247,1000 m,1000.0
42000021,inland,1600,64.27995,35.85893,9041239.902547166,4360733.442136263,1000 m,1000.0
43000006,inland,1600,55.76112,16.732141,9042238.713267209,4345726.311067613,1000 m,1000.0
43000007,inland,1600,62.924072,19.141071,9042238.713267209,4346725.121787656,1000 m,1000.0
43000008,inland,1600,57.638515,21.153572,9042238.713267209,4347723.932507699,1000 m,1000.0
43000009,inland,1600,42.533436,7.866071,9042238.713267209,4348722.743227743,1000 m,1000.0
43000010,inland,1600,53.706993,13.935714,9042238.713267209,4349721.553947786,1000 m,1000.0
43000011,inland,1596,63.544426,30.220194,9042239.933618652,4350719.238189573,1000 m,1000.0
43000012,inland,1513,74.96099,74.485886,9042264.104382424,4351716.856602245,1000 m,1000.0
