draw_id,n_points,tau,p_value,n_zero_years,significant_p05
408,40,0.10468,0.453339,31,False
409,40,0.28024,0.040917,28,True
410,40,-0.01981,0.885394,25,False
411,40,0.17435,0.206998,29,False
412,40,0.28936,0.036737,30,True
413,40,0.32391,0.020068,30,True
414,40,0.19665,0.150472,27,False
415,40,0.41283,0.002495,28,True
416,40,0.35281,0.010299,29,True
417,40,0.29169,0.034724,30,True
418,40,0.38674,0.004784,28,True
419,40,0.19851,0.146781,28,False
420,40,0.40923,0.003003,28,True
421,40,0.28505,0.038737,28,True
422,40,0.36669,0.008398,29,True
423,40,0.01976,0.886088,28,False
424,40,0.30497,0.026573,29,True
425,40,0.38622,0.005662,31,True
426,40,0.3242,0.017762,27,True
427,40,0.25782,0.059997,28,False
428,40,0.42036,0.002165,28,True
429,40,0.23765,0.082368,28,False
430,40,0.35281,0.010299,29,True
431,40,0.12331,0.368375,28,False
432,40,0.15694,0.252273,28,False
433,40,0.18637,0.177373,29,False
434,40,0.10184,0.459615,27,False
435,40,0.19734,0.151285,29,False
436,40,0.29353,0.034624,30,True
437,40,0.04824,0.726128,27,False
438,40,0.34788,0.012035,30,True
439,40,0.32889,0.016771,29,True
440,40,0.21267,0.12687,30,False
441,40,0.06012,0.663471,29,False
442,40,0.12024,0.384163,29,False
443,40,0.35675,0.009654,29,True
444,40,0.17341,0.213229,30,False
445,40,0.39234,0.004208,28,True
446,40,0.14958,0.278077,28,False
447,40,0.25482,0.064522,29,False
448,40,0.05927,0.667366,28,False
449,40,0.27158,0.049408,28,True
450,40,0.19416,0.162767,31,False
451,40,0.18258,0.18381,28,False
452,40,0.17688,0.199016,27,False
453,40,0.20795,0.130652,26,False
454,40,0.28046,0.04378,31,True
455,40,0.28936,0.036737,30,True
456,40,0.14472,0.293332,27,False
457,40,0.09294,0.500198,29,False
458,40,0.41671,0.002503,29,True
459,40,0.15377,0.261009,28,False
460,40,0.10955,0.425178,28,False
461,40,0.27941,0.042761,28,True
462,40,0.28285,0.041177,30,True
463,40,0.27873,0.04362,30,True
464,40,0.18637,0.177373,29,False
465,40,0.26002,0.057354,28,False
466,40,0.28285,0.041177,30,True
467,40,0.34138,0.013733,30,True
468,40,0.13829,0.315963,28,False
469,40,0.27464,0.045126,28,True
470,40,0.19661,0.157227,28,False
471,40,0.29169,0.034724,30,True
472,40,0.30056,0.028675,28,True
473,40,0.26903,0.049694,28,True
474,40,0.27606,0.048738,32,True
475,40,0.43896,0.001334,28,True
476,40,0.23447,0.089699,29,False
477,40,0.34788,0.012035,30,True
478,40,0.29586,0.032711,30,True
479,40,0.36528,0.008559,30,True
480,40,0.16307,0.2405,30,False
481,40,0.26453,0.05555,29,False
482,40,0.26453,0.05555,29,False
483,40,0.35438,0.010526,30,True
484,40,0.32889,0.016771,29,True
485,40,0.31641,0.022925,31,True
486,40,0.19292,0.158504,28,False
487,40,0.26685,0.05207,28,False
488,40,0.30618,0.025825,28,True
489,40,0.34138,0.013733,30,True
490,40,0.1121,0.413502,28,False
491,40,0.09425,0.490713,26,False
492,40,0.3595,0.0087,27,True
493,40,0.3547,0.010251,29,True
494,40,0.12944,0.352086,31,False
495,40,0.31035,0.023301,28,True
496,40,0.18602,0.173785,27,False
497,40,0.35876,0.009817,30,True
498,40,0.34788,0.012035,30,True
499,40,0.28515,0.04108,31,True
500,40,0.28285,0.041177,30,True
501,40,0.28046,0.04378,31,True
502,40,0.31327,0.023109,28,True
503,40,0.35311,0.009998,28,True
504,40,0.28936,0.036737,30,True
505,40,0.46045,0.000729,27,True
506,40,0.35237,0.011304,31,True
507,40,0.25116,0.067794,29,False
508,40,0.11649,0.401674,27,False
509,40,0.29169,0.034724,30,True
510,40,0.26574,0.052068,27,False
511,40,0.28024,0.040917,28,True
512,40,0.1398,0.312909,30,False
513,40,0.40923,0.003003,28,True
514,40,0.1333,0.335949,30,False
515,40,0.28515,0.04108,31,True
516,40,0.3547,0.010251,29,True
517,40,0.28285,0.041177,30,True
518,40,0.30198,0.028541,28,True
519,40,0.29586,0.032711,30,True
520,40,0.24518,0.074604,29,False
521,40,0.22296,0.105934,28,False
522,40,0.29586,0.032711,30,True
523,40,0.41449,0.002845,27,True
524,40,0.09619,0.486303,29,False
525,40,0.28936,0.036737,30,True
526,40,0.33287,0.015129,27,True
527,40,0.20332,0.139276,29,False
528,40,0.29586,0.032711,30,True
529,40,0.29169,0.034724,30,True
530,40,0.25443,0.062924,28,False
531,40,0.37073,0.007436,29,True
532,40,0.13452,0.326447,28,False
533,40,0.29119,0.036598,30,True
534,40,0.31114,0.024301,30,True
535,40,0.28585,0.037046,28,True
536,40,0.29119,0.036598,30,True
537,40,0.20368,0.139151,27,False
538,40,0.29899,0.029686,29,True
539,40,0.28285,0.041177,30,True
540,40,0.17231,0.213566,30,False
541,40,0.23447,0.089699,29,False
542,40,0.18532,0.180996,30,False
543,40,0.22244,0.107406,29,False
544,40,0.21885,0.112381,29,False
545,40,0.28494,0.037574,27,True
546,40,0.38665,0.005064,28,True
547,40,0.36477,0.007988,29,True
548,40,0.37075,0.007016,29,True
549,40,0.15539,0.25587,26,False
550,40,0.29586,0.032711,30,True
551,40,0.20603,0.135189,28,False
552,40,0.19238,0.163801,29,False
553,40,0.35879,0.009078,29,True
554,40,0.2093,0.128014,29,False
555,40,0.24184,0.083196,31,False
556,40,0.20038,0.146218,28,False
557,40,0.29817,0.03089,30,True
558,40,0.16581,0.231352,30,False
559,40,0.23731,0.088006,31,False
560,40,0.2254,0.098807,27,False
561,40,0.11423,0.408385,29,False
562,40,0.30879,0.02509,29,True
563,40,0.32951,0.015979,27,True
564,40,0.22845,0.098234,29,False
565,40,0.13729,0.314585,26,False
566,40,0.26343,0.054643,28,False
567,40,0.2879,0.038518,29,True
568,40,0.4064,0.003351,30,True
569,40,0.16744,0.223382,29,False
570,40,0.25888,0.06273,31,False
571,40,0.29169,0.034724,30,True
572,40,0.28452,0.037152,28,True
573,40,0.33066,0.016703,29,True
574,40,0.28046,0.04378,31,True
575,40,0.15621,0.252537,28,False
576,40,0.19296,0.161178,27,False
577,40,0.3547,0.010251,29,True
578,40,0.19487,0.157479,29,False
579,40,0.14909,0.280478,30,False
580,40,0.35224,0.011236,30,True
581,40,0.36874,0.007474,29,True
582,40,0.15243,0.267727,27,False
583,40,0.2093,0.128014,29,False
584,40,0.30763,0.025702,28,True
585,40,0.44488,0.001236,27,True
586,40,0.20086,0.14509,29,False
587,40,0.30005,0.030797,30,True
588,40,0.34683,0.011664,29,True
589,40,0.1944,0.155986,27,False
590,40,0.15281,0.270022,30,False
591,40,0.24048,0.081771,29,False
592,40,0.11571,0.401431,28,False
593,40,0.43539,0.001527,28,True
594,40,0.18887,0.170654,29,False
595,40,0.18532,0.180996,30,False
596,40,0.23584,0.086808,27,False
597,40,0.35879,0.009078,29,True
598,40,0.28285,0.041177,30,True
599,40,0.20686,0.133461,29,False
600,40,0.21528,0.117474,29,False
601,40,0.03752,0.785284,27,False
602,40,0.30827,0.024525,28,True
603,40,0.09035,0.508843,27,False
604,40,0.34683,0.011664,29,True
605,40,0.37073,0.007436,29,True
606,40,0.29706,0.030233,28,True
607,40,0.31157,0.022977,27,True
608,40,0.31093,0.022145,26,True
609,40,0.28936,0.036737,30,True
610,40,0.16087,0.243409,28,False
611,40,0.21528,0.117474,29,False
612,40,0.39273,0.004386,29,True
613,40,0.35012,0.012136,31,True
614,40,0.3547,0.010251,29,True
615,40,0.31262,0.023657,29,True
616,40,0.35281,0.010299,29,True
617,40,0.24518,0.074604,29,False
618,40,0.27464,0.045126,28,True
619,40,0.22724,0.098446,29,False
620,40,0.18907,0.167638,27,False
621,40,-0.00254,0.985153,26,False
622,40,0.3547,0.010251,29,True
623,40,0.13287,0.331284,27,False
624,40,0.20194,0.144836,29,False
625,40,0.29119,0.036598,30,True
626,40,0.23941,0.08529,29,False
627,40,0.31863,0.021101,29,True
628,40,0.27326,0.049473,31,True
629,40,0.17435,0.206998,29,False
630,40,0.09973,0.473078,28,False
631,40,0.18637,0.177373,29,False
632,40,0.35076,0.010944,29,True
633,40,0.29763,0.029579,27,True
634,40,0.09893,0.472958,29,False
635,40,0.09973,0.473078,28,False
636,40,0.32303,0.018697,28,True
637,40,0.27459,0.044294,26,True
638,40,0.27326,0.049473,31,True
639,40,0.13829,0.315963,28,False
640,40,0.33629,0.014158,28,True
641,40,0.19592,0.157217,29,False
642,40,0.25683,0.062558,28,False
643,40,0.12582,0.357758,28,False
644,40,0.3546,0.009275,27,True
645,40,0.25298,0.064855,27,False
646,40,0.26561,0.052201,28,False
647,40,0.27809,0.042935,28,True
648,40,0.29959,0.031861,31,True
649,40,0.36088,0.009188,30,True
650,40,0.34498,0.012132,27,True
651,40,0.27793,0.04648,31,True
652,40,0.32426,0.01977,29,True
653,40,0.36483,0.007756,27,True
654,40,0.29484,0.034041,31,True
655,40,0.28936,0.036737,30,True
656,40,0.38474,0.005372,28,True
657,40,0.08105,0.551629,26,False
658,40,0.29494,0.031791,28,True
659,40,0.19569,0.158987,30,False
660,40,0.23731,0.088006,31,False
