"row_type","period","period_label","scope","form","n","n_clusters","x_min","x_max","cv_rmse_weighted_leave_one_paddock_out","r2_in_sample","delta_r2_vs_linear","resid_sd","term_1","term_2","term_3","term_4","part_id","community_of_part","residual","support_level","unit","weighting","estimand","cluster","source_sha256_first50","interval_status"
"form_summary","cropping_era","1988-2013","riverine","log_x1",37,37,1.21322692307692,32.3360384615385,13.4524296694457,0.0142105971482989,-0.0414881609460453,10.9105392219552,48.7566998875714,2.1314723325627,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","cropping_era","1988-2013","riverine","cubic",37,37,1.21322692307692,32.3360384615385,14.0750972455549,0.127679879402234,0.0719811213078898,10.263419662345,58.046167882412,-1.59425036400455,0.100689532008513,-0.00118380582265827,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","cropping_era","1988-2013","inland","linear",61,61,2.24026538461538,53.3137076923077,4.84053164494423,0.381562233336472,0,4.62940988853501,62.8450792738943,0.301493449962009,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","cropping_era","1988-2013","inland","quadratic",61,61,2.24026538461538,53.3137076923077,4.92232536390448,0.384282246406253,0.00272001306978142,4.61921813424019,61.761130975313,0.407620856834913,-0.00202914978341275,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","cropping_era","1988-2013","inland","sqrt_x",61,61,2.24026538461538,53.3137076923077,4.8180520826509,0.382982401820181,0.00142016848370896,4.62409138994945,56.7340188683668,2.83604994322694,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","cropping_era","1988-2013","inland","log_x1",61,61,2.24026538461538,53.3137076923077,4.86632623177078,0.368496520127296,-0.0130657132091759,4.67805698106023,50.7012531119632,6.35430472772953,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","cropping_era","1988-2013","inland","cubic",61,61,2.24026538461538,53.3137076923077,5.01068718097438,0.384475124487421,0.00291289115094884,4.6184945756699,62.246925932687,0.326400000493861,0.0013945723319252,-4.1483792213862e-05,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","post_management","2018-2022","pooled","linear",115,64,2.37424,83.87392,8.65378014324427,0.335390695824622,0,8.21085329791612,54.0781037652426,0.324225093305476,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","post_management","2018-2022","pooled","quadratic",115,64,2.37424,83.87392,8.88434227850978,0.33593964318268,0.000548947358057328,8.20746163810138,54.8315203107507,0.273300531304082,0.000666640421844635,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"form_summary","post_management","2018-2022","pooled","sqrt_x",115,64,2.37424,83.87392,8.89057687941739,0.314626715843981,-0.0207639799806412,8.33813015669881,45.5235718119686,3.49995917989299,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
