"part_id","zone_fid","paddock_name","community_short","conserved","n_pixels_part","period","period_label","x_inund_mean","y_floor_mean","fitted","residual","published_residual","hat_leverage","std_residual","sqrt_abs_std_residual","residual_obs_deleted","residual_cluster_deleted","water_quartile","local_residual_sd","residual_z_local","support_level","unit","weighting","estimand","cluster","source_sha256_first50","interval_status"
"20_inland",20,"Bala 22","inland",0,5266,"whole_record","1988-2022",58.8975085714286,84.0552551814488,84.9302555327434,-0.875000351294617,-0.875000351294588,0.0450752752876193,-0.095786524061202,0.309493980654232,-0.916302959438151,-0.91630295943817,4,3.83288579700831,-0.228287613468051,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"21_inland",21,"Bala 23","inland",0,19883,"whole_record","1988-2022",40.6220628571429,73.4567107881819,74.92858412882,-1.47187334063818,-1.47187334063815,0.0554092804724096,-0.314796493596041,0.561067280810458,-1.55821279016408,-1.60847677865156,4,3.83288579700831,-0.384011791268873,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"21_riverine",21,"Bala 23","riverine",0,4486,"whole_record","1988-2022",29.65798,62.7930126326425,68.9282295712941,-6.1352169386516,-6.1352169386516,0.00621254572708431,-0.607649481285426,0.779518749797223,-6.17357052785528,-6.22825676507894,3,6.33433521519219,-0.968565244847947,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"22_inland",22,"Bala 24","inland",0,5667,"whole_record","1988-2022",23.7475085714286,70.4280144991193,65.69358380697,4.73443069214936,4.73443069214936,0.0071998794789694,0.527295162395701,0.726150922601976,4.7687652270476,4.7687652270476,3,6.33433521519219,0.747423451918737,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"23_inland",23,"Bala 25","inland",0,9115,"whole_record","1988-2022",32.3833485714286,68.9355041231428,70.4197522040199,-1.48424808087705,-1.48424808087705,0.0144833813609158,-0.210422988589309,0.458718855715905,-1.50606093576248,-1.50606093576248,4,3.83288579700831,-0.387240361305718,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"24_inland",24,"Bala 7/10","inland",0,3938,"whole_record","1988-2022",35.5343542857143,75.2548671068464,72.1442148649516,3.1106522418948,3.11065224189483,0.00765543172946876,0.288867309845406,0.537463775379705,3.13464933588146,3.1343105525947,4,3.83288579700831,0.811569247464342,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"24_riverine",24,"Bala 7/10","riverine",0,43,"whole_record","1988-2022",20.5980114285714,55.7393792397635,63.9699467475559,-8.23056750779239,-8.23056750779239,5.99002275093105e-05,-0.0795641348408776,0.28207115208911,-8.23106055019199,-8.21931904074577,2,8.48562122135004,-0.969942835426601,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"25_inland",25,"Bala 8/11","inland",0,24831,"whole_record","1988-2022",32.0082571428571,72.1936353410993,70.2144745175738,1.97916082352555,1.97916082352556,0.0386172696479478,0.468889341193167,0.684754949739808,2.05866067804317,2.05855332742277,4,3.83288579700831,0.516363108201748,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"25_riverine",25,"Bala 8/11","riverine",0,49,"whole_record","1988-2022",14.9854142857143,58.2560237012591,60.8983197556311,-2.64229605437205,-2.64229605437206,9.44538590471039e-05,-0.0272671881969108,0.165127793532497,-2.64254565300669,-2.60115174199759,2,8.48562122135004,-0.311385104925962,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
"26_inland",26,"Bala 14/16","inland",0,8576,"whole_record","1988-2022",38.6387228571429,79.2770300183977,73.8431542426011,5.43387577579665,5.43387577579666,0.0207422152412214,0.74962472681459,0.865808712600301,5.54897378440058,5.54909429774641,4,3.83288579700831,1.41769832538135,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration"
